loan_id,contract_id,loan_amount,outstanding_balance,interest_rate,term_months,remaining_months,next_payment_date,next_payment_amount,delinquency_status,collateral_value,loan_to_value_ratio
280,865,105787,73853.12,13.51,206,44,2025-11-05,1190.99,DELINQUENT_60,137007.79,0.75
281,876,154856,64417.1,8.45,355,53,2025-11-23,1090.44,DELINQUENT_30,216770.42,0.84
282,877,133701,57790.4,9.36,76,50,2025-11-14,1042.87,CURRENT,172344.02,0.69
283,882,190363,71370.97,14.16,163,39,2025-11-20,2246.28,DELINQUENT_60,226520.31,0.86
284,889,148638,90728.55,9.7,333,59,2025-11-13,1201.49,DELINQUENT_60,212018.34,0.64
285,893,101712,16459.67,12.23,116,29,2025-11-29,1036.61,DELINQUENT_30,116227.24,0.8
286,895,50034,9650.08,12.66,135,8,2025-11-20,527.86,DELINQUENT_30,66047.41,0.69
287,897,48778,20056.37,5.48,353,14,2025-11-14,222.75,DELINQUENT_30,67656.18,0.71
288,898,68419,28479.66,13.62,163,41,2025-11-28,776.56,DELINQUENT_60,97926.21,0.65
289,904,146942,92420.28,12.26,323,60,2025-11-04,1501.26,DELINQUENT_30,216470.45,0.66
290,905,141224,83570.57,8.54,114,23,2025-11-27,1005.04,CURRENT,175673.39,0.67
291,908,59235,12033.7,5.73,242,17,2025-11-17,282.85,DELINQUENT_90+,77864.71,0.71
292,911,132722,55486.49,6.99,255,2,2025-11-16,773.11,DELINQUENT_30,148380.64,0.88
293,912,119173,89724.2,12.75,28,28,2025-11-19,1266.21,DELINQUENT_30,156867.4,0.68
294,913,159777,138326.04,12.91,257,41,2025-12-02,1718.93,CURRENT,182042.84,0.71
295,917,58658,34323.84,9.63,349,40,2025-11-17,470.73,DELINQUENT_30,71085.68,0.61
296,918,69321,19269.23,14.48,51,25,2025-11-20,836.47,CURRENT,93734.98,0.74
297,924,31555,21621.08,6.46,219,37,2025-11-08,169.87,CURRENT,44216.28,0.81
298,925,11470,9719.06,10.1,334,49,2025-11-10,96.54,DELINQUENT_30,16382.54,0.83
299,926,122534,60290.74,9.03,280,21,2025-11-27,922.07,DELINQUENT_60,150311.29,0.87
300,927,167993,56906.64,8.27,48,52,2025-11-15,1157.75,DELINQUENT_90+,251393.51,0.66
301,939,195641,141561.82,9.83,236,23,2025-11-11,1602.63,DELINQUENT_60,249940.85,0.83
302,943,72655,61176.55,10.77,19,4,2025-11-19,652.08,DELINQUENT_60,90082.79,0.9
303,946,69303,23591.84,7.26,77,6,2025-11-05,419.28,DELINQUENT_30,84256.45,0.73
304,947,131719,88588.84,7.72,97,42,2025-11-20,847.39,CURRENT,164942.92,0.66
305,950,43789,24138.95,10.55,158,40,2025-11-20,384.98,DELINQUENT_30,52326.7,0.61
306,951,126725,87501.96,14.05,67,48,2025-11-12,1483.74,CURRENT,163232.13,0.8
307,953,109818,77865.23,9.19,146,59,2025-11-16,841.02,DELINQUENT_30,132395.22,0.89
308,962,31387,7253.11,5.82,240,38,2025-11-20,152.23,DELINQUENT_90+,39438.23,0.81
309,969,166051,108878.35,5.0,158,26,2025-11-30,691.88,DELINQUENT_90+,187341.05,0.65
310,972,79565,59641.82,6.39,191,33,2025-11-23,423.68,DELINQUENT_90+,102558.61,0.89
311,973,73152,27139.77,6.57,97,47,2025-12-02,400.51,DELINQUENT_60,99850.48,0.85
312,976,128905,93208.47,13.1,97,25,2025-11-25,1407.21,DELINQUENT_60,144560.14,0.81
313,977,85320,26903.75,7.94,355,43,2025-11-19,564.53,DELINQUENT_30,107139.42,0.82
314,979,90618,52574.62,7.11,317,59,2025-11-10,536.91,DELINQUENT_60,120460.54,0.65
315,980,189348,53963.59,6.55,214,23,2025-11-18,1033.52,DELINQUENT_90+,239548.95,0.87
316,983,92222,59936.75,11.88,12,56,2025-12-02,913.0,DELINQUENT_60,136882.29,0.82
317,988,17822,10709.36,5.31,77,32,2025-11-13,78.86,DELINQUENT_90+,19943.62,0.89
318,991,39839,8474.43,13.16,168,55,2025-11-23,436.9,DELINQUENT_90+,46419.67,0.67
319,996,163314,72090.71,9.95,213,9,2025-11-17,1354.15,CURRENT,240996.99,0.66
320,997,193949,133819.05,6.81,235,39,2025-11-27,1100.66,DELINQUENT_90+,273065.92,0.61
321,998,7418,3116.3,11.32,175,32,2025-11-09,69.98,DELINQUENT_90+,10946.17,0.78
322,1001,43746,7647.85,8.33,146,51,2025-11-11,303.67,CURRENT,64534.97,0.72
323,1005,79576,41085.64,8.33,297,15,2025-11-29,552.39,CURRENT,95614.94,0.81
324,1008,159899,73484.92,7.23,251,13,2025-11-25,963.39,DELINQUENT_30,228550.49,0.79
325,1012,67647,15609.56,8.97,63,7,2025-11-29,505.66,DELINQUENT_60,92201.8,0.81
326,1014,148273,71535.11,14.4,304,44,2025-11-08,1779.28,DELINQUENT_30,189660.38,0.86
327,1015,197086,71832.06,12.95,140,16,2025-11-26,2126.89,CURRENT,266589.06,0.64
328,1020,184590,138439.3,9.3,149,35,2025-11-13,1430.57,DELINQUENT_60,256415.01,0.6
329,1028,22296,16323.77,12.79,244,16,2025-11-19,237.64,DELINQUENT_60,32810.25,0.74
330,1030,136193,19369.78,12.66,253,15,2025-11-04,1436.84,DELINQUENT_30,159457.6,0.86
331,1031,37007,30662.6,9.81,221,6,2025-11-08,302.53,CURRENT,50314.82,0.63
332,1038,118351,38475.83,6.04,216,48,2025-11-08,595.7,DELINQUENT_60,177376.85,0.83
333,1039,48915,9285.49,6.9,174,43,2025-11-12,281.26,CURRENT,57592.01,0.73
334,1041,64441,45952.1,13.35,87,18,2025-12-01,716.91,DELINQUENT_30,96521.45,0.87
335,1049,168825,87584.4,13.11,299,30,2025-11-13,1844.41,CURRENT,228676.0,0.74
336,1052,179279,127995.28,14.64,51,37,2025-11-28,2187.2,CURRENT,236536.31,0.83
337,1053,72706,37617.22,13.16,191,7,2025-11-18,797.34,DELINQUENT_90+,81035.93,0.86
338,1055,100364,26752.84,5.75,136,30,2025-11-18,480.91,DELINQUENT_90+,129384.79,0.8
339,1060,92499,54078.59,8.18,66,10,2025-11-05,630.53,CURRENT,121799.75,0.63
340,1061,156102,121043.85,7.12,233,23,2025-11-10,926.21,DELINQUENT_90+,200544.07,0.63
341,1064,177464,23054.41,7.98,44,22,2025-11-14,1180.14,DELINQUENT_30,229767.92,0.67
342,1066,177463,87394.52,8.33,316,23,2025-11-09,1231.89,DELINQUENT_90+,206394.67,0.71
343,1067,23021,11085.76,5.94,270,2,2025-11-23,113.95,DELINQUENT_30,27017.85,0.63
344,1069,147072,108979.37,6.07,46,25,2025-11-08,743.94,DELINQUENT_90+,201139.19,0.75
345,1071,92572,74543.25,6.68,242,14,2025-11-22,515.32,DELINQUENT_30,118612.93,0.85
346,1072,9415,3467.52,9.7,342,51,2025-11-26,76.1,CURRENT,10708.48,0.9
347,1074,6385,5585.45,11.81,134,28,2025-11-05,62.84,DELINQUENT_30,9155.35,0.85
348,1076,148540,30464.13,7.38,335,14,2025-11-19,913.52,DELINQUENT_60,200773.34,0.67
349,1077,165761,76682.93,11.67,327,41,2025-11-30,1612.03,DELINQUENT_30,236109.78,0.69
350,1080,70281,61166.83,11.16,245,37,2025-11-30,653.61,DELINQUENT_60,84662.89,0.81
351,1089,8607,5295.89,9.13,328,15,2025-12-01,65.48,DELINQUENT_30,10309.51,0.62
352,1091,90226,11469.19,14.77,298,41,2025-11-11,1110.53,DELINQUENT_30,103276.59,0.62
353,1094,107029,13308.55,8.53,56,50,2025-12-02,760.8,CURRENT,120601.39,0.64
354,1095,133165,75743.28,14.49,46,10,2025-11-12,1607.97,DELINQUENT_90+,190094.88,0.63
355,1096,71089,15762.37,5.03,48,28,2025-11-20,297.98,CURRENT,96101.62,0.71
356,1100,78224,33178.14,6.77,233,1,2025-11-25,441.31,DELINQUENT_60,112921.28,0.63
357,1102,84480,14159.23,11.44,286,28,2025-11-30,805.38,CURRENT,97047.77,0.77
358,1109,110831,74158.47,5.2,101,39,2025-11-23,480.27,CURRENT,164338.78,0.69
359,1112,135295,60666.11,14.77,132,24,2025-11-24,1665.26,DELINQUENT_30,178373.82,0.86
360,1115,33433,7509.6,12.33,253,23,2025-11-05,343.52,DELINQUENT_60,46954.13,0.63
361,1116,187459,119551.79,13.05,166,42,2025-11-07,2038.62,DELINQUENT_60,233117.46,0.85
362,1117,110369,22196.09,11.7,92,15,2025-11-27,1076.1,DELINQUENT_60,122002.48,0.8
363,1127,102223,14505.92,5.97,319,8,2025-11-24,508.56,DELINQUENT_30,120512.53,0.72
364,1130,94342,67056.43,14.24,264,36,2025-11-16,1119.53,DELINQUENT_90+,114338.51,0.62
365,1135,28254,11343.16,10.04,212,59,2025-11-07,236.39,DELINQUENT_90+,37850.69,0.67
366,1136,77789,21932.96,5.0,204,9,2025-11-27,324.12,DELINQUENT_60,102540.15,0.62
367,1145,118199,105868.71,6.54,77,31,2025-11-14,644.18,DELINQUENT_30,162719.96,0.7
368,1147,14208,5587.68,10.33,256,44,2025-11-03,122.31,DELINQUENT_30,19917.39,0.71
369,1148,27236,20718.79,12.64,62,6,2025-11-18,286.89,DELINQUENT_30,35215.53,0.74
370,1150,188418,105405.34,13.13,282,45,2025-11-05,2061.61,DELINQUENT_60,218080.91,0.66
371,1151,141383,118625.35,12.14,173,59,2025-11-19,1430.32,DELINQUENT_90+,206671.98,0.72
372,1152,46260,23480.01,13.29,202,48,2025-11-07,512.33,DELINQUENT_60,52182.21,0.86
373,1156,145364,129420.93,9.65,243,7,2025-11-04,1168.97,DELINQUENT_90+,215645.26,0.85
374,1160,140778,114757.18,6.8,294,43,2025-11-26,797.74,DELINQUENT_30,187575.19,0.78
375,1161,38142,31919.04,7.4,227,32,2025-11-07,235.21,DELINQUENT_90+,50451.38,0.75
376,1163,146296,34882.55,10.52,322,36,2025-11-22,1282.53,DELINQUENT_90+,177202.13,0.71
377,1164,145919,117387.35,5.94,164,58,2025-11-27,722.3,DELINQUENT_90+,189795.93,0.7
378,1165,148892,73431.37,6.36,104,17,2025-11-21,789.13,DELINQUENT_60,198891.03,0.78
379,1166,117124,84232.08,9.91,288,5,2025-11-08,967.25,DELINQUENT_60,169551.95,0.8
380,1167,62804,25157.02,11.99,250,31,2025-11-07,627.52,DELINQUENT_60,78122.56,0.75
381,1174,89540,41092.4,6.65,186,9,2025-11-11,496.2,CURRENT,104789.72,0.9
382,1176,146303,47362.21,11.48,153,13,2025-11-27,1399.63,DELINQUENT_30,204756.58,0.88
383,1180,81582,66308.72,7.61,293,57,2025-12-02,517.37,DELINQUENT_60,99287.35,0.63
384,1181,43782,16180.42,11.0,156,7,2025-11-08,401.34,DELINQUENT_90+,64626.68,0.68
385,1185,127912,32017.71,5.4,198,2,2025-11-30,575.6,CURRENT,169188.43,0.9
386,1186,11881,6096.41,5.44,175,18,2025-11-15,53.86,CURRENT,17169.0,0.62
387,1190,104017,81559.41,10.63,304,34,2025-11-14,921.42,DELINQUENT_30,127153.59,0.63
388,1192,101879,53362.52,11.61,60,48,2025-11-14,985.68,DELINQUENT_30,135460.66,0.64
389,1199,21912,8272.25,5.61,68,50,2025-12-02,102.44,DELINQUENT_60,24238.97,0.81
390,1203,129162,23697.66,9.98,181,19,2025-11-11,1074.2,CURRENT,182464.72,0.78
391,1204,55818,16321.49,8.78,82,53,2025-11-30,408.4,DELINQUENT_60,78362.04,0.74
392,1206,45595,24713.54,11.73,311,24,2025-11-17,445.69,DELINQUENT_60,63407.06,0.87
393,1207,109879,82920.1,11.19,201,39,2025-11-09,1024.62,DELINQUENT_60,151096.55,0.63
394,1209,83010,34205.0,6.59,358,52,2025-11-24,455.86,DELINQUENT_90+,110533.32,0.72
395,1211,195114,144700.03,13.45,111,9,2025-11-23,2186.9,DELINQUENT_90+,235208.12,0.89
396,1217,147467,71888.49,11.83,127,41,2025-11-23,1453.78,DELINQUENT_90+,174343.87,0.8
397,1223,91914,16399.03,12.25,124,23,2025-11-23,938.29,DELINQUENT_90+,103129.46,0.76
398,1226,172531,31761.17,5.58,176,37,2025-11-10,802.27,DELINQUENT_90+,241613.6,0.86
399,1227,58645,19334.33,14.16,77,43,2025-11-18,692.01,DELINQUENT_60,82421.73,0.76
400,1228,98077,16831.81,6.94,341,45,2025-11-26,567.21,DELINQUENT_60,125084.54,0.73
401,1233,17669,5200.55,11.06,348,42,2025-11-20,162.85,DELINQUENT_60,25863.44,0.73
402,1236,15278,9837.88,13.82,162,17,2025-11-21,175.95,DELINQUENT_30,20213.01,0.78
403,1237,25143,6230.99,14.56,79,46,2025-11-17,305.07,DELINQUENT_30,33684.84,0.74
404,1238,90836,77236.94,14.91,216,32,2025-11-08,1128.64,DELINQUENT_30,115859.32,0.79
405,1239,136251,119967.65,13.58,207,37,2025-11-28,1541.91,CURRENT,170204.91,0.8
406,1242,149111,39606.64,6.28,136,59,2025-11-10,780.35,DELINQUENT_30,214149.14,0.69
407,1245,36378,27614.86,14.6,155,43,2025-11-16,442.6,DELINQUENT_90+,45591.92,0.71
408,1246,167806,91357.45,11.8,126,5,2025-11-04,1650.09,CURRENT,208012.37,0.84
409,1249,142877,30927.26,11.39,164,32,2025-11-05,1356.14,DELINQUENT_60,201685.69,0.8
410,1250,146355,27874.25,7.92,157,35,2025-11-17,965.94,DELINQUENT_90+,181385.82,0.71
411,1252,41514,16865.44,12.57,219,9,2025-11-13,434.86,DELINQUENT_90+,46709.91,0.68
412,1259,170276,133618.05,5.21,247,30,2025-11-21,739.28,DELINQUENT_60,231047.84,0.79
413,1260,134073,83135.8,14.36,136,8,2025-11-05,1604.41,DELINQUENT_60,162320.91,0.85
414,1263,55577,10006.8,13.75,138,25,2025-11-19,636.82,DELINQUENT_60,65564.9,0.84
415,1266,45368,15455.46,11.85,156,45,2025-11-14,448.01,DELINQUENT_30,62580.17,0.73
416,1267,60798,34876.3,6.0,152,39,2025-11-05,303.99,DELINQUENT_30,90146.25,0.67
417,1271,152160,25721.85,11.44,60,42,2025-11-09,1450.59,DELINQUENT_30,210871.78,0.73
418,1273,15575,7886.92,6.16,175,16,2025-11-06,79.95,DELINQUENT_60,17984.32,0.8
419,1282,123779,111063.42,14.92,225,56,2025-11-10,1538.99,CURRENT,159064.28,0.89
420,1285,177168,91271.93,7.96,232,25,2025-11-18,1175.21,DELINQUENT_90+,224360.04,0.63
421,1286,141894,124538.28,7.96,217,37,2025-11-25,941.23,DELINQUENT_30,186713.53,0.74
422,1295,114498,101431.85,14.72,97,14,2025-11-09,1404.51,CURRENT,143536.59,0.64
423,1297,152235,86092.07,14.43,38,51,2025-11-07,1830.63,DELINQUENT_60,187057.8,0.84
424,1304,159799,80902.72,12.63,225,34,2025-11-27,1681.88,CURRENT,192919.15,0.81
425,1305,178255,148101.63,7.66,201,10,2025-11-11,1137.86,DELINQUENT_60,237725.35,0.72
426,1308,181163,68014.47,13.31,217,5,2025-11-29,2009.4,DELINQUENT_60,217523.02,0.78
427,1311,55342,42398.91,12.77,110,8,2025-11-12,588.93,CURRENT,75421.55,0.8
428,1313,76277,7878.85,11.26,247,16,2025-12-02,715.73,DELINQUENT_90+,104793.12,0.62
429,1316,107412,63629.01,14.07,260,36,2025-11-27,1259.41,DELINQUENT_60,134597.17,0.8
430,1317,19457,16668.69,6.17,232,2,2025-11-20,100.04,DELINQUENT_60,25081.97,0.89
431,1320,22359,13239.11,8.75,106,19,2025-11-29,163.03,CURRENT,31067.31,0.78
432,1329,192253,70723.74,14.43,161,44,2025-11-03,2311.84,DELINQUENT_30,265877.88,0.87
433,1338,192411,100784.35,14.31,240,32,2025-11-13,2294.5,CURRENT,277166.44,0.85
434,1344,127612,72957.56,9.96,295,44,2025-11-21,1059.18,DELINQUENT_30,177175.25,0.66
435,1351,123420,19790.37,7.05,255,15,2025-11-30,725.09,CURRENT,163798.67,0.72
436,1353,126426,47409.62,12.41,110,14,2025-11-17,1307.46,DELINQUENT_90+,145256.66,0.78
437,1365,183453,95722.25,14.27,50,16,2025-11-17,2181.56,DELINQUENT_30,224843.79,0.63
438,1366,130389,59705.36,12.0,228,23,2025-11-13,1303.89,CURRENT,171177.32,0.77
439,1371,46737,25719.05,5.86,336,5,2025-11-28,228.23,DELINQUENT_30,68226.86,0.61
440,1372,177898,115277.35,8.66,176,28,2025-11-11,1283.83,DELINQUENT_90+,230083.46,0.64
441,1374,154273,120871.27,6.5,93,23,2025-11-27,835.65,DELINQUENT_30,201427.02,0.67
442,1375,175734,19293.48,12.7,27,30,2025-11-30,1859.85,DELINQUENT_30,246739.05,0.64
443,1382,186349,125749.8,12.3,141,33,2025-11-09,1910.08,CURRENT,263190.23,0.73
444,1383,161820,87556.15,12.17,236,20,2025-12-01,1641.12,DELINQUENT_60,183885.19,0.6
445,1390,107366,96320.43,9.78,299,52,2025-11-06,875.03,DELINQUENT_60,126354.37,0.83
446,1391,166371,45208.25,9.52,166,27,2025-11-03,1319.88,DELINQUENT_60,213093.1,0.79
447,1395,44299,5542.65,13.57,181,17,2025-11-07,500.95,CURRENT,57737.12,0.61
448,1398,15008,6133.28,12.91,188,55,2025-11-17,161.46,DELINQUENT_90+,20665.86,0.87
449,1399,142464,113683.8,5.01,129,27,2025-11-29,594.79,CURRENT,171115.32,0.87
450,1400,168892,79684.66,12.92,221,21,2025-11-19,1818.4,CURRENT,247791.52,0.63
451,1405,78294,42064.38,14.0,313,33,2025-11-08,913.43,CURRENT,97142.36,0.86
452,1406,94818,66520.44,13.52,255,19,2025-12-02,1068.28,DELINQUENT_90+,105769.98,0.81
453,1407,52855,36625.56,14.34,291,53,2025-11-14,631.62,DELINQUENT_90+,73643.21,0.82
454,1410,39890,27383.08,11.84,20,18,2025-11-27,393.58,DELINQUENT_30,45302.97,0.73
455,1412,148178,85177.27,14.6,75,37,2025-11-29,1802.83,DELINQUENT_60,177308.42,0.83
456,1414,183396,50106.85,14.16,60,25,2025-11-27,2164.07,DELINQUENT_90+,273951.31,0.84
457,1416,95007,39072.12,8.89,176,50,2025-11-21,703.84,DELINQUENT_30,125472.85,0.82
458,1417,159435,142695.59,7.22,174,50,2025-11-26,959.27,CURRENT,196317.4,0.66
459,1419,63603,49628.95,13.6,196,6,2025-11-16,720.83,DELINQUENT_60,91221.96,0.83
460,1423,132865,79004.41,12.73,236,40,2025-11-29,1409.48,DELINQUENT_30,162290.52,0.77
461,1425,168362,136130.71,6.2,28,45,2025-11-19,869.87,DELINQUENT_60,232049.03,0.66
462,1434,116738,23226.07,9.47,321,14,2025-11-23,921.26,DELINQUENT_60,172038.35,0.75
463,1441,76219,24390.04,8.61,198,53,2025-11-15,546.87,DELINQUENT_90+,96511.81,0.63
464,1445,157978,72618.19,10.06,201,10,2025-11-04,1324.38,DELINQUENT_30,197534.01,0.77
465,1454,16239,4061.81,6.56,256,43,2025-11-11,88.77,CURRENT,20739.16,0.76
466,1459,141783,63857.31,7.04,241,37,2025-11-26,831.79,DELINQUENT_30,186615.7,0.82
467,1462,158730,112881.61,11.2,268,2,2025-11-17,1481.48,DELINQUENT_60,208328.56,0.64
468,1463,135963,106954.96,14.63,188,49,2025-12-02,1657.62,DELINQUENT_90+,197577.67,0.84
469,1465,81721,27483.11,11.43,346,47,2025-11-07,778.39,CURRENT,97853.69,0.86
470,1468,62262,30811.57,13.05,76,32,2025-11-23,677.1,DELINQUENT_60,82426.67,0.82
471,1470,40055,15319.02,6.9,58,13,2025-11-03,230.32,DELINQUENT_30,45753.03,0.67
472,1476,11350,3596.11,10.33,101,28,2025-11-08,97.7,DELINQUENT_90+,15086.89,0.75
473,1481,45568,28738.05,13.63,344,20,2025-11-09,517.58,DELINQUENT_30,58724.86,0.72
474,1484,18918,5456.67,10.49,284,17,2025-11-11,165.37,CURRENT,23583.17,0.64
475,1488,176808,137785.69,10.83,127,6,2025-11-18,1595.69,DELINQUENT_90+,245546.08,0.71
476,1490,153602,25655.89,14.1,317,19,2025-11-10,1804.82,DELINQUENT_60,184671.35,0.69
477,1491,112987,86906.84,13.82,330,59,2025-11-05,1301.23,DELINQUENT_30,164752.43,0.68
478,1495,69099,43896.0,12.89,155,55,2025-11-06,742.24,DELINQUENT_60,97913.01,0.9
479,1497,37022,31370.77,9.89,148,24,2025-11-22,305.12,CURRENT,42965.72,0.82
480,1500,92195,59763.51,7.61,321,22,2025-11-06,584.67,DELINQUENT_60,133980.98,0.69
481,1502,122132,35091.74,11.04,313,10,2025-11-04,1123.61,DELINQUENT_30,168248.59,0.88
482,1512,136979,116457.35,10.06,349,22,2025-11-18,1148.34,CURRENT,196542.96,0.85
483,1514,139829,106911.23,8.57,355,13,2025-11-29,998.61,DELINQUENT_30,160496.33,0.77
484,1515,145244,33496.47,8.94,61,8,2025-11-15,1082.07,DELINQUENT_90+,173145.98,0.84
485,1516,15600,7372.32,7.02,42,57,2025-11-09,91.26,CURRENT,17588.56,0.69
486,1519,95934,67396.42,13.35,47,7,2025-12-02,1067.27,DELINQUENT_90+,132936.33,0.74
487,1521,44115,9022.99,11.43,252,32,2025-11-26,420.2,DELINQUENT_60,49689.31,0.85
488,1523,11299,5957.09,5.92,357,20,2025-11-20,55.74,DELINQUENT_60,16211.52,0.62
489,1526,113942,84708.75,14.92,133,50,2025-11-30,1416.68,DELINQUENT_90+,151742.36,0.69
490,1528,35191,4052.42,6.45,119,50,2025-11-23,189.15,CURRENT,39774.02,0.66
491,1530,46262,9111.1,6.18,324,15,2025-11-11,238.25,DELINQUENT_60,65447.35,0.67
492,1532,35190,7822.67,11.06,327,49,2025-11-06,324.33,DELINQUENT_60,42353.0,0.64
493,1535,40648,33441.2,12.23,35,8,2025-11-27,414.27,DELINQUENT_90+,49869.3,0.66
494,1537,81968,10806.18,10.72,291,23,2025-11-20,732.25,DELINQUENT_60,105382.71,0.66
495,1538,93424,41455.57,7.08,344,30,2025-11-24,551.2,DELINQUENT_90+,137041.43,0.84
496,1552,42192,15704.87,7.75,206,44,2025-11-13,272.49,DELINQUENT_60,57226.35,0.83
497,1553,149099,83219.06,8.27,260,46,2025-11-17,1027.54,DELINQUENT_90+,214548.03,0.88
498,1556,45939,6535.05,5.26,238,16,2025-11-22,201.37,DELINQUENT_30,68368.39,0.69
499,1558,65504,46757.95,10.58,248,6,2025-11-10,577.53,DELINQUENT_30,76201.22,0.83
500,1560,193439,110172.88,12.22,99,42,2025-11-04,1969.85,DELINQUENT_90+,215818.51,0.68
501,1561,116725,102314.3,13.62,87,45,2025-11-14,1324.83,DELINQUENT_90+,133099.11,0.89
502,1564,88738,33762.31,7.61,181,33,2025-11-29,562.75,DELINQUENT_90+,109081.76,0.67
503,1570,22008,12446.6,8.71,81,23,2025-11-06,159.74,DELINQUENT_90+,32308.58,0.8
504,1571,79722,64133.58,9.25,112,1,2025-11-20,614.52,DELINQUENT_30,116508.03,0.84
505,1581,33359,6600.53,14.74,69,6,2025-11-25,409.76,DELINQUENT_60,47400.35,0.67
506,1586,83705,19757.99,6.99,68,29,2025-11-23,487.58,DELINQUENT_60,92682.72,0.75
507,1588,153145,128703.15,9.35,158,4,2025-11-17,1193.25,DELINQUENT_90+,190058.52,0.82
508,1590,189394,82563.29,9.29,237,27,2025-11-14,1466.23,DELINQUENT_60,281418.0,0.81
509,1594,119681,81283.02,13.9,284,18,2025-11-25,1386.3,DELINQUENT_60,136824.66,0.75
510,1595,25691,4225.66,8.53,268,12,2025-11-30,182.62,DELINQUENT_90+,30059.43,0.66
511,1605,5793,3526.89,8.15,273,7,2025-11-21,39.34,DELINQUENT_60,6508.2,0.9
512,1606,50120,36683.13,5.42,260,16,2025-11-07,226.38,DELINQUENT_30,73184.64,0.79
513,1609,63636,47715.0,11.48,36,20,2025-11-26,608.78,CURRENT,95431.56,0.77
514,1611,105197,28450.03,11.03,202,9,2025-11-26,966.94,CURRENT,156501.01,0.82
515,1613,61697,45970.99,9.85,254,22,2025-11-23,506.43,CURRENT,79113.99,0.8
516,1615,50664,18778.55,12.62,73,23,2025-11-30,532.82,DELINQUENT_90+,69446.81,0.62
517,1624,26938,21722.97,7.35,15,46,2025-11-18,165.0,DELINQUENT_60,38216.63,0.63
518,1627,138226,104885.06,5.31,291,41,2025-11-26,611.65,CURRENT,174648.07,0.7
519,1628,109595,55440.48,13.94,85,58,2025-11-23,1273.13,DELINQUENT_90+,149292.48,0.65
520,1630,98336,68260.58,10.22,123,48,2025-11-29,837.49,CURRENT,126383.7,0.88
521,1633,73026,63714.16,10.4,37,53,2025-11-08,632.89,DELINQUENT_60,87066.31,0.89
522,1635,54522,20098.79,8.8,340,55,2025-11-27,399.83,DELINQUENT_30,69212.09,0.89
523,1637,138928,21879.78,13.91,299,20,2025-11-04,1610.41,DELINQUENT_90+,185119.92,0.63
524,1638,48345,32412.35,11.0,83,33,2025-11-30,443.16,CURRENT,67266.5,0.74
525,1640,180708,139971.65,14.3,322,60,2025-11-30,2153.44,CURRENT,251101.0,0.79
526,1647,194494,118256.94,8.77,332,21,2025-12-01,1421.43,DELINQUENT_30,233002.03,0.83
527,1651,148339,101249.49,7.49,245,37,2025-11-29,925.88,DELINQUENT_60,186251.95,0.86
528,1664,34608,6073.13,10.86,289,58,2025-11-26,313.2,DELINQUENT_90+,51566.29,0.8
529,1665,178324,152648.23,12.55,98,34,2025-11-05,1864.97,DELINQUENT_60,237769.29,0.67
530,1666,192363,111436.24,9.07,127,40,2025-11-11,1453.94,DELINQUENT_30,287899.59,0.7
531,1668,53910,48021.7,14.81,238,19,2025-11-25,665.34,DELINQUENT_60,71564.71,0.7
532,1680,126038,96339.77,13.33,316,16,2025-11-03,1400.07,DELINQUENT_60,174072.2,0.76
533,1681,76171,54714.9,5.8,108,47,2025-11-13,368.16,CURRENT,85341.61,0.71
534,1682,140521,51549.77,13.48,313,25,2025-11-27,1578.52,CURRENT,198361.22,0.8
535,1687,137834,85318.63,8.81,160,50,2025-11-15,1011.93,CURRENT,188053.0,0.67
536,1689,177990,87000.78,5.49,74,29,2025-11-17,814.3,DELINQUENT_60,238850.67,0.7
537,1690,40328,21369.85,12.22,40,41,2025-12-01,410.67,CURRENT,47550.32,0.68
538,1693,34724,25706.13,5.7,32,8,2025-11-20,164.94,DELINQUENT_90+,40640.86,0.68
539,1694,183983,74084.56,12.28,219,6,2025-11-11,1882.76,DELINQUENT_90+,222479.45,0.87
540,1695,145985,20293.98,12.53,161,9,2025-11-23,1524.33,DELINQUENT_90+,213970.81,0.65
541,1699,7012,2383.45,5.49,55,26,2025-11-20,32.08,DELINQUENT_30,7979.75,0.88
542,1700,83305,16042.76,10.3,39,2,2025-12-02,715.03,DELINQUENT_60,109808.27,0.62
543,1701,17309,2126.28,7.93,199,1,2025-12-02,114.38,CURRENT,25317.77,0.83
544,1707,123127,102675.48,12.83,76,51,2025-11-12,1316.43,DELINQUENT_30,150662.35,0.65
545,1710,39303,18347.97,7.43,202,42,2025-11-28,243.35,CURRENT,51272.02,0.75
546,1712,53319,8998.97,12.7,218,44,2025-11-03,564.29,CURRENT,78290.01,0.6
547,1714,92556,72428.16,11.04,247,19,2025-11-12,851.52,DELINQUENT_30,131514.26,0.83
548,1717,52459,30189.19,14.63,288,11,2025-11-30,639.56,CURRENT,71993.77,0.62
549,1718,130400,52297.95,11.94,41,48,2025-11-22,1297.48,DELINQUENT_60,173307.47,0.86
550,1724,145732,126672.29,5.15,99,15,2025-11-10,625.43,CURRENT,179340.9,0.66
551,1726,134639,113514.14,14.92,40,38,2025-11-15,1674.01,CURRENT,198238.65,0.85
552,1729,40365,35661.94,14.94,315,34,2025-11-17,502.54,DELINQUENT_90+,49357.3,0.62
553,1732,58448,23266.62,10.29,76,49,2025-11-24,501.19,DELINQUENT_90+,67737.66,0.75
554,1733,130494,57123.16,8.42,127,59,2025-11-30,915.63,DELINQUENT_30,182784.39,0.62
