contract_id,client_id,product_id,contract_number,start_date,end_date,contract_amount,interest_rate,status,monthly_payment,created_date
727,1765,2,CNT00000727,2022-07-29,2032-07-25,17616,0.24,SUSPENDED,3.52,2022-07-29
728,2864,3,CNT00000728,2024-08-04,2027-09-13,15489,6.9,ACTIVE,89.06,2024-08-04
729,896,4,CNT00000729,2025-04-05,2033-07-20,16566,13.74,PENDING,189.68,2025-04-05
730,1645,4,CNT00000730,2025-10-19,2033-01-24,189273,9.89,CLOSED,1559.92,2025-10-19
731,75,4,CNT00000731,2023-12-22,2032-12-29,199648,5.47,SUSPENDED,910.06,2023-12-22
732,463,5,CNT00000732,2023-12-22,2025-12-18,161774,8.67,PENDING,1168.82,2023-12-22
733,330,7,CNT00000733,2023-09-07,2027-03-25,22482,2.49,SUSPENDED,46.65,2023-09-07
734,1047,5,CNT00000734,2024-05-18,2033-07-09,149447,10.41,SUSPENDED,1296.45,2024-05-18
735,2491,10,CNT00000735,2025-02-07,2034-05-07,41998,3.47,CLOSED,121.44,2025-02-07
736,2957,10,CNT00000736,2025-01-30,2032-08-02,26431,3.72,SUSPENDED,81.94,2025-01-30
737,2327,1,CNT00000737,2025-07-23,2035-02-28,19265,1.48,PENDING,23.76,2025-07-23
738,691,11,CNT00000738,2025-01-31,2033-08-29,35638,4.08,PENDING,121.17,2025-01-31
739,1819,7,CNT00000739,2025-04-25,2026-04-17,79925,2.01,CLOSED,133.87,2025-04-25
740,612,7,CNT00000740,2023-04-25,2025-09-02,48011,3.58,PENDING,143.23,2023-04-25
741,1706,7,CNT00000741,2025-10-11,2030-06-30,71675,4.45,CLOSED,265.79,2025-10-11
742,2390,10,CNT00000742,2025-05-25,2026-11-16,22608,5.06,CLOSED,95.33,2025-05-25
743,1043,6,CNT00000743,2023-10-16,2031-07-03,94561,10.4,CLOSED,819.53,2023-10-16
744,2188,12,CNT00000744,2025-05-21,2035-05-05,155390,6.4,CLOSED,828.75,2025-05-21
745,269,4,CNT00000745,2024-06-10,2033-03-19,108900,5.82,PENDING,528.16,2024-06-10
746,94,3,CNT00000746,2022-01-22,2024-04-24,32958,5.44,ACTIVE,149.41,2022-01-22
747,190,8,CNT00000747,2024-06-04,2028-02-22,1529,2.02,CLOSED,2.57,2024-06-04
748,2227,7,CNT00000748,2023-01-29,2027-09-19,30724,3.74,SUSPENDED,95.76,2023-01-29
749,1984,6,CNT00000749,2023-10-21,2030-04-15,35650,8.25,SUSPENDED,245.09,2023-10-21
750,2830,1,CNT00000750,2025-03-30,2032-05-23,25984,5.23,PENDING,113.25,2025-03-30
751,1389,2,CNT00000751,2025-09-26,2029-03-11,37915,3.51,PENDING,110.9,2025-09-26
752,1251,3,CNT00000752,2025-11-02,2034-07-20,49354,9.88,CLOSED,406.35,2025-11-02
753,1666,9,CNT00000753,2025-07-25,2029-08-24,85397,2.81,CLOSED,199.97,2025-07-25
754,161,2,CNT00000754,2025-07-02,2034-07-13,139,8.93,ACTIVE,1.03,2025-07-02
755,678,7,CNT00000755,2024-12-26,2028-04-03,19920,4.66,SUSPENDED,77.36,2024-12-26
756,2926,1,CNT00000756,2025-03-17,2028-12-01,49632,4.06,CLOSED,167.92,2025-03-17
757,2895,2,CNT00000757,2025-03-29,2032-04-25,41928,0.97,CLOSED,33.89,2025-03-29
758,2877,9,CNT00000758,2025-01-18,2025-09-03,3125,1.12,ACTIVE,2.92,2025-01-18
759,325,1,CNT00000759,2024-02-17,2027-06-14,12270,8.28,ACTIVE,84.66,2024-02-17
760,1155,3,CNT00000760,2024-03-11,2025-12-10,16709,4.53,ACTIVE,63.08,2024-03-11
761,773,4,CNT00000761,2024-02-12,2029-11-05,98720,11.62,ACTIVE,955.94,2024-02-12
762,1942,4,CNT00000762,2024-06-09,2033-04-06,161646,8.0,PENDING,1077.64,2024-06-09
763,521,12,CNT00000763,2025-04-03,2030-06-16,59643,8.04,PENDING,399.61,2025-04-03
764,2173,12,CNT00000764,2024-06-29,2032-08-12,166166,10.93,PENDING,1513.5,2024-06-29
765,1770,10,CNT00000765,2025-10-30,2027-03-08,32867,3.2,ACTIVE,87.65,2025-10-30
766,499,2,CNT00000766,2025-01-06,2028-11-18,46016,4.74,PENDING,181.76,2025-01-06
767,1902,6,CNT00000767,2023-03-02,2032-08-09,146300,12.7,PENDING,1548.34,2023-03-02
768,1936,1,CNT00000768,2024-08-12,2033-05-02,38577,6.2,SUSPENDED,199.31,2024-08-12
769,698,9,CNT00000769,2025-08-03,2029-12-02,65265,4.98,PENDING,270.85,2025-08-03
770,2130,4,CNT00000770,2025-01-20,2026-06-27,132781,12.59,ACTIVE,1393.09,2025-01-20
771,1585,8,CNT00000771,2025-11-01,2028-12-27,34050,3.17,ACTIVE,89.95,2025-11-01
772,2020,10,CNT00000772,2025-09-05,2029-06-06,47566,8.31,ACTIVE,329.39,2025-09-05
773,1615,6,CNT00000773,2025-08-17,2031-09-22,104575,12.49,CLOSED,1088.45,2025-08-17
774,2020,11,CNT00000774,2025-08-17,2033-05-24,30854,0.34,SUSPENDED,8.74,2025-08-17
775,2646,4,CNT00000775,2025-06-28,2032-09-07,189559,13.55,CLOSED,2140.44,2025-06-28
776,1798,2,CNT00000776,2025-08-23,2033-07-10,27009,0.95,CLOSED,21.38,2025-08-23
777,153,12,CNT00000777,2024-08-01,2032-03-27,182010,12.81,PENDING,1942.96,2024-08-01
778,1731,2,CNT00000778,2023-05-14,2025-02-20,33003,1.81,SUSPENDED,49.78,2023-05-14
779,2130,12,CNT00000779,2024-09-01,2033-06-26,153124,8.88,ACTIVE,1133.12,2024-09-01
780,1856,7,CNT00000780,2025-11-02,2027-10-01,77763,1.47,PENDING,95.26,2025-11-02
781,2436,11,CNT00000781,2025-01-24,2028-01-06,29704,2.93,CLOSED,72.53,2025-01-24
782,2787,6,CNT00000782,2025-01-12,2026-06-24,81096,11.01,PENDING,744.06,2025-01-12
783,992,8,CNT00000783,2022-04-25,2023-06-03,91021,1.62,ACTIVE,122.88,2022-04-25
784,1999,5,CNT00000784,2023-12-03,2027-02-25,131391,9.86,ACTIVE,1079.6,2023-12-03
785,184,5,CNT00000785,2024-12-16,2030-04-20,176408,14.05,PENDING,2065.44,2024-12-16
786,1781,3,CNT00000786,2025-06-03,2026-11-29,19910,1.83,SUSPENDED,30.36,2025-06-03
787,2704,4,CNT00000787,2023-05-20,2032-01-15,157979,13.46,CLOSED,1772.0,2023-05-20
788,2263,3,CNT00000788,2022-03-05,2031-03-06,29241,8.08,ACTIVE,196.89,2022-03-05
789,2487,9,CNT00000789,2024-09-05,2025-09-27,22552,1.56,ACTIVE,29.32,2024-09-05
790,2400,6,CNT00000790,2025-07-24,2031-06-22,135061,8.67,PENDING,975.82,2025-07-24
791,2203,9,CNT00000791,2024-05-05,2024-12-13,93852,3.1,SUSPENDED,242.45,2024-05-05
792,2865,9,CNT00000792,2024-01-01,2028-01-20,72235,1.43,PENDING,86.08,2024-01-01
793,1983,5,CNT00000793,2025-10-20,2027-03-06,78112,9.36,PENDING,609.27,2025-10-20
794,1831,5,CNT00000794,2022-12-22,2024-09-21,22085,5.87,SUSPENDED,108.03,2022-12-22
795,2562,4,CNT00000795,2025-05-30,2031-09-25,110205,10.07,CLOSED,924.8,2025-05-30
796,2197,6,CNT00000796,2024-08-17,2027-03-03,36722,5.24,ACTIVE,160.35,2024-08-17
797,2075,5,CNT00000797,2024-07-30,2031-12-22,53966,11.65,PENDING,523.92,2024-07-30
798,10,6,CNT00000798,2025-05-26,2033-10-18,148109,8.73,SUSPENDED,1077.49,2025-05-26
799,1655,12,CNT00000799,2025-09-12,2032-01-21,22516,14.71,CLOSED,276.01,2025-09-12
800,2273,1,CNT00000800,2022-03-22,2029-09-30,27183,1.16,ACTIVE,26.28,2022-03-22
801,204,8,CNT00000801,2024-04-14,2026-01-29,27535,1.59,CLOSED,36.48,2024-04-14
802,1716,8,CNT00000802,2024-09-06,2029-05-12,92943,2.56,SUSPENDED,198.28,2024-09-06
803,3,12,CNT00000803,2024-05-01,2026-01-01,138744,12.88,ACTIVE,1489.19,2024-05-01
804,2422,5,CNT00000804,2025-01-12,2031-11-30,179564,7.66,ACTIVE,1146.22,2025-01-12
805,581,8,CNT00000805,2024-11-27,2027-02-06,18964,2.28,CLOSED,36.03,2024-11-27
806,1475,10,CNT00000806,2025-10-28,2032-03-17,14095,1.89,PENDING,22.2,2025-10-28
807,2963,10,CNT00000807,2024-08-02,2030-12-13,31474,2.14,CLOSED,56.13,2024-08-02
808,728,9,CNT00000808,2023-09-11,2026-05-12,73487,3.53,ACTIVE,216.17,2023-09-11
809,2462,3,CNT00000809,2023-01-25,2025-09-14,43817,1.27,CLOSED,46.37,2023-01-25
810,2698,8,CNT00000810,2025-09-07,2030-06-10,9912,2.91,ACTIVE,24.04,2025-09-07
811,790,4,CNT00000811,2023-08-22,2030-12-26,48183,7.47,PENDING,299.94,2023-08-22
812,583,4,CNT00000812,2025-10-22,2033-10-27,99823,14.38,SUSPENDED,1196.21,2025-10-22
813,1675,4,CNT00000813,2024-12-26,2030-07-17,20642,12.52,ACTIVE,215.36,2024-12-26
814,1805,10,CNT00000814,2025-08-18,2030-03-22,25962,0.28,SUSPENDED,6.06,2025-08-18
815,1342,4,CNT00000815,2022-12-12,2028-04-29,122919,11.06,CLOSED,1132.9,2022-12-12
816,279,7,CNT00000816,2023-04-26,2028-01-03,17688,2.92,PENDING,43.04,2023-04-26
817,2952,7,CNT00000817,2024-01-03,2028-02-14,84275,1.63,SUSPENDED,114.47,2024-01-03
818,2142,4,CNT00000818,2022-03-12,2028-10-07,24675,9.33,ACTIVE,191.85,2022-03-12
819,266,8,CNT00000819,2025-10-03,2028-08-02,9694,3.25,CLOSED,26.25,2025-10-03
820,1011,6,CNT00000820,2025-07-07,2035-03-07,173139,5.4,SUSPENDED,779.13,2025-07-07
821,575,5,CNT00000821,2024-04-12,2029-09-08,78618,9.65,SUSPENDED,632.22,2024-04-12
822,109,6,CNT00000822,2023-04-23,2027-09-17,145323,11.05,SUSPENDED,1338.18,2023-04-23
823,471,11,CNT00000823,2023-08-21,2029-11-26,33617,4.88,CLOSED,136.71,2023-08-21
824,2103,12,CNT00000824,2025-04-18,2031-07-23,93362,5.91,PENDING,459.81,2025-04-18
825,1572,5,CNT00000825,2023-09-16,2028-07-18,144654,10.17,ACTIVE,1225.94,2023-09-16
826,1734,9,CNT00000826,2023-02-20,2025-01-15,83460,2.07,SUSPENDED,143.97,2023-02-20
827,1566,10,CNT00000827,2024-06-16,2028-09-11,39056,5.14,SUSPENDED,167.29,2024-06-16
828,1107,8,CNT00000828,2022-04-02,2024-07-23,32380,3.26,SUSPENDED,87.97,2022-04-02
829,724,4,CNT00000829,2021-10-01,2026-03-08,55291,13.26,PENDING,610.97,2021-10-01
830,2941,10,CNT00000830,2023-11-21,2028-01-04,17395,5.98,CLOSED,86.69,2023-11-21
831,1846,9,CNT00000831,2025-02-19,2029-12-08,81354,4.56,CLOSED,309.15,2025-02-19
832,1146,6,CNT00000832,2024-06-23,2034-06-21,185442,7.95,SUSPENDED,1228.55,2024-06-23
833,2434,12,CNT00000833,2023-07-12,2032-07-07,147285,10.53,CLOSED,1292.43,2023-07-12
834,44,11,CNT00000834,2025-06-16,2035-05-28,30422,5.82,CLOSED,147.55,2025-06-16
835,2443,8,CNT00000835,2023-11-20,2025-01-13,95973,3.89,SUSPENDED,311.11,2023-11-20
836,1496,9,CNT00000836,2025-09-29,2029-10-25,33378,1.82,SUSPENDED,50.62,2025-09-29
837,2064,11,CNT00000837,2023-07-12,2026-07-30,42533,8.1,SUSPENDED,287.1,2023-07-12
838,2008,1,CNT00000838,2025-07-05,2029-04-06,25765,4.84,SUSPENDED,103.92,2025-07-05
839,1009,10,CNT00000839,2025-10-16,2033-02-28,30186,5.37,CLOSED,135.08,2025-10-16
840,2118,9,CNT00000840,2025-03-08,2027-02-07,80427,1.29,ACTIVE,86.46,2025-03-08
841,206,3,CNT00000841,2023-10-17,2029-01-05,36189,9.84,ACTIVE,296.75,2023-10-17
842,1435,7,CNT00000842,2022-09-25,2023-08-07,25763,4.25,SUSPENDED,91.24,2022-09-25
843,2692,12,CNT00000843,2025-08-20,2032-03-08,124212,14.35,SUSPENDED,1485.37,2025-08-20
844,572,4,CNT00000844,2025-10-07,2032-06-30,153754,9.2,SUSPENDED,1178.78,2025-10-07
845,518,7,CNT00000845,2022-08-02,2023-05-13,57060,3.51,PENDING,166.9,2022-08-02
846,1889,7,CNT00000846,2024-10-08,2028-08-07,15166,2.91,PENDING,36.78,2024-10-08
847,2689,9,CNT00000847,2023-04-30,2025-07-29,16655,1.56,ACTIVE,21.65,2023-04-30
848,2160,9,CNT00000848,2025-10-12,2028-04-19,8143,1.16,ACTIVE,7.87,2025-10-12
849,1876,11,CNT00000849,2021-09-24,2025-11-03,7142,5.48,SUSPENDED,32.62,2021-09-24
850,2583,10,CNT00000850,2023-10-13,2026-03-17,6384,9.26,PENDING,49.26,2023-10-13
851,1950,3,CNT00000851,2025-06-18,2028-10-04,2717,8.91,ACTIVE,20.17,2025-06-18
852,453,12,CNT00000852,2024-02-15,2025-03-26,34211,8.38,SUSPENDED,238.91,2024-02-15
853,2361,7,CNT00000853,2025-10-29,2027-11-30,57335,1.96,CLOSED,93.65,2025-10-29
854,2073,7,CNT00000854,2024-03-08,2028-02-22,80123,3.28,SUSPENDED,219.0,2024-03-08
855,2428,12,CNT00000855,2025-10-07,2032-12-17,97681,13.41,CLOSED,1091.59,2025-10-07
856,1217,1,CNT00000856,2024-12-03,2026-03-07,36387,5.84,CLOSED,177.08,2024-12-03
857,2717,6,CNT00000857,2024-01-30,2027-01-02,105472,7.03,ACTIVE,617.89,2024-01-30
858,2107,1,CNT00000858,2025-10-12,2028-07-29,6075,5.71,SUSPENDED,28.91,2025-10-12
859,818,2,CNT00000859,2024-01-07,2030-06-20,8263,0.96,PENDING,6.61,2024-01-07
860,694,2,CNT00000860,2022-12-06,2026-05-29,15961,4.6,CLOSED,61.18,2022-12-06
861,2041,12,CNT00000861,2025-06-14,2028-05-24,62761,7.79,ACTIVE,407.42,2025-06-14
862,1655,1,CNT00000862,2025-06-26,2029-02-28,44085,3.08,PENDING,113.15,2025-06-26
863,12,8,CNT00000863,2024-10-08,2027-10-06,28969,1.93,ACTIVE,46.59,2024-10-08
864,793,10,CNT00000864,2024-07-06,2030-02-03,46789,4.44,CLOSED,173.12,2024-07-06
865,328,5,CNT00000865,2025-04-06,2034-07-20,105787,13.51,PENDING,1190.99,2025-04-06
866,349,2,CNT00000866,2023-12-24,2025-03-27,35572,7.65,CLOSED,226.77,2023-12-24
867,965,3,CNT00000867,2025-09-05,2034-03-24,32312,4.37,SUSPENDED,117.67,2025-09-05
868,346,7,CNT00000868,2025-02-08,2027-05-28,3715,3.0,PENDING,9.29,2025-02-08
869,27,1,CNT00000869,2025-09-21,2031-09-06,39851,2.05,CLOSED,68.08,2025-09-21
870,714,8,CNT00000870,2025-09-27,2030-03-05,11139,3.4,PENDING,31.56,2025-09-27
871,479,3,CNT00000871,2023-10-28,2026-09-16,26576,2.07,SUSPENDED,45.84,2023-10-28
872,1426,11,CNT00000872,2023-02-10,2028-01-26,26648,2.74,SUSPENDED,60.85,2023-02-10
873,856,9,CNT00000873,2025-09-09,2027-06-23,50734,3.4,PENDING,143.75,2025-09-09
874,584,8,CNT00000874,2024-09-21,2025-05-08,90979,4.74,CLOSED,359.37,2024-09-21
875,52,2,CNT00000875,2022-03-19,2030-06-13,45816,0.65,ACTIVE,24.82,2022-03-19
876,1555,4,CNT00000876,2025-04-17,2030-08-26,154856,8.45,PENDING,1090.44,2025-04-17
877,470,6,CNT00000877,2024-11-07,2026-01-29,133701,9.36,PENDING,1042.87,2024-11-07
878,2264,11,CNT00000878,2025-10-19,2031-07-22,5962,4.37,SUSPENDED,21.71,2025-10-19
879,1539,3,CNT00000879,2024-02-11,2027-09-04,17737,3.67,SUSPENDED,54.25,2024-02-11
880,2061,7,CNT00000880,2023-01-31,2026-04-05,21722,1.67,CLOSED,30.23,2023-01-31
881,313,10,CNT00000881,2025-03-23,2026-08-18,25098,3.65,CLOSED,76.34,2025-03-23
882,2026,5,CNT00000882,2023-05-08,2025-05-10,190363,14.16,ACTIVE,2246.28,2023-05-08
883,522,10,CNT00000883,2023-05-25,2031-04-18,45668,5.53,SUSPENDED,210.45,2023-05-25
884,1056,11,CNT00000884,2025-09-29,2027-08-19,34523,9.32,PENDING,268.13,2025-09-29
885,101,9,CNT00000885,2025-08-20,2026-12-18,39424,1.57,PENDING,51.58,2025-08-20
886,2904,8,CNT00000886,2023-12-04,2025-12-23,25382,1.92,SUSPENDED,40.61,2023-12-04
887,518,1,CNT00000887,2024-01-13,2026-11-25,34212,0.67,ACTIVE,19.1,2024-01-13
888,339,7,CNT00000888,2025-01-11,2029-01-01,7834,3.29,CLOSED,21.48,2025-01-11
889,2780,4,CNT00000889,2023-10-24,2028-01-16,148638,9.7,PENDING,1201.49,2023-10-24
890,177,9,CNT00000890,2022-04-14,2023-09-19,31965,1.07,CLOSED,28.5,2022-04-14
891,2275,3,CNT00000891,2025-11-02,2033-08-05,46796,0.77,ACTIVE,30.03,2025-11-02
892,2417,3,CNT00000892,2025-10-27,2029-11-02,11813,5.34,PENDING,52.57,2025-10-27
893,749,12,CNT00000893,2024-09-18,2031-12-02,101712,12.23,CLOSED,1036.61,2024-09-18
894,2808,10,CNT00000894,2025-05-09,2032-05-02,12342,2.46,ACTIVE,25.3,2025-05-09
895,1752,6,CNT00000895,2025-07-16,2030-03-10,50034,12.66,ACTIVE,527.86,2025-07-16
896,600,9,CNT00000896,2024-10-31,2028-02-18,67127,4.58,PENDING,256.2,2024-10-31
897,2901,5,CNT00000897,2023-09-12,2026-03-17,48778,5.48,CLOSED,222.75,2023-09-12
898,492,5,CNT00000898,2023-09-25,2026-03-19,68419,13.62,SUSPENDED,776.56,2023-09-25
899,2474,1,CNT00000899,2025-10-15,2033-03-22,18402,4.62,PENDING,70.85,2025-10-15
900,663,3,CNT00000900,2022-10-31,2025-10-17,46644,1.1,CLOSED,42.76,2022-10-31
901,2834,7,CNT00000901,2025-09-28,2027-02-21,84903,3.42,ACTIVE,241.97,2025-09-28
902,2195,1,CNT00000902,2025-01-07,2026-10-08,24834,1.36,SUSPENDED,28.15,2025-01-07
903,2098,3,CNT00000903,2023-05-19,2029-07-18,34761,7.99,PENDING,231.45,2023-05-19
904,1051,12,CNT00000904,2025-07-12,2032-09-12,146942,12.26,PENDING,1501.26,2025-07-12
905,2948,12,CNT00000905,2021-12-29,2030-04-02,141224,8.54,PENDING,1005.04,2021-12-29
906,1175,1,CNT00000906,2024-01-06,2033-06-10,16577,5.23,PENDING,72.25,2024-01-06
907,2597,2,CNT00000907,2024-09-21,2027-08-05,33074,8.58,CLOSED,236.48,2024-09-21
908,2787,5,CNT00000908,2025-10-08,2027-03-06,59235,5.73,SUSPENDED,282.85,2025-10-08
909,567,7,CNT00000909,2024-05-24,2026-07-24,16143,3.42,PENDING,46.01,2024-05-24
910,1961,11,CNT00000910,2024-08-19,2029-12-03,24737,3.0,ACTIVE,61.84,2024-08-19
911,1695,6,CNT00000911,2024-11-19,2029-05-30,132722,6.99,ACTIVE,773.11,2024-11-19
912,1717,4,CNT00000912,2025-03-06,2028-08-04,119173,12.75,CLOSED,1266.21,2025-03-06
913,1058,5,CNT00000913,2025-10-15,2031-10-31,159777,12.91,CLOSED,1718.93,2025-10-15
914,1635,2,CNT00000914,2025-05-21,2033-08-30,19890,3.96,CLOSED,65.64,2025-05-21
915,2494,2,CNT00000915,2023-06-24,2024-08-29,14981,9.04,SUSPENDED,112.86,2023-06-24
916,1623,9,CNT00000916,2025-10-18,2029-01-06,53329,2.87,PENDING,127.55,2025-10-18
917,2203,12,CNT00000917,2025-09-16,2030-11-15,58658,9.63,PENDING,470.73,2025-09-16
918,1199,5,CNT00000918,2025-03-17,2026-10-13,69321,14.48,ACTIVE,836.47,2025-03-17
919,1955,2,CNT00000919,2023-01-06,2027-04-30,24612,0.53,PENDING,10.87,2023-01-06
920,2594,8,CNT00000920,2025-07-20,2028-03-17,86646,4.49,ACTIVE,324.2,2025-07-20
921,1522,1,CNT00000921,2024-01-28,2031-10-13,19364,3.55,PENDING,57.29,2024-01-28
922,1412,1,CNT00000922,2025-07-10,2026-12-22,31521,0.68,SUSPENDED,17.86,2025-07-10
923,1151,7,CNT00000923,2025-03-26,2026-10-23,41677,4.69,CLOSED,162.89,2025-03-26
924,1466,4,CNT00000924,2025-09-29,2026-11-13,31555,6.46,SUSPENDED,169.87,2025-09-29
925,1214,6,CNT00000925,2025-09-18,2027-05-21,11470,10.1,SUSPENDED,96.54,2025-09-18
926,887,6,CNT00000926,2025-04-29,2026-08-05,122534,9.03,PENDING,922.07,2025-04-29
927,617,6,CNT00000927,2025-07-29,2030-06-19,167993,8.27,SUSPENDED,1157.75,2025-07-29
928,2198,7,CNT00000928,2025-03-12,2025-12-21,68763,3.34,PENDING,191.39,2025-03-12
929,335,8,CNT00000929,2024-10-25,2029-07-24,64899,2.73,ACTIVE,147.65,2024-10-25
930,2335,11,CNT00000930,2024-12-24,2033-06-14,36013,7.29,ACTIVE,218.78,2024-12-24
931,921,1,CNT00000931,2024-02-03,2026-10-23,24867,3.3,PENDING,68.38,2024-02-03
932,2254,9,CNT00000932,2024-04-24,2028-11-27,95705,3.54,CLOSED,282.33,2024-04-24
933,1937,7,CNT00000933,2024-08-09,2025-11-23,26733,1.37,PENDING,30.52,2024-08-09
934,2408,3,CNT00000934,2025-07-25,2029-08-27,25947,2.2,ACTIVE,47.57,2025-07-25
935,2520,10,CNT00000935,2025-07-12,2029-12-03,893,9.54,CLOSED,7.1,2025-07-12
936,1674,2,CNT00000936,2025-08-11,2031-04-20,37409,1.94,CLOSED,60.48,2025-08-11
937,1475,9,CNT00000937,2025-07-27,2028-06-15,72703,3.27,CLOSED,198.12,2025-07-27
938,617,10,CNT00000938,2025-06-19,2026-06-21,4440,1.63,ACTIVE,6.03,2025-06-19
939,2066,6,CNT00000939,2025-09-15,2029-09-06,195641,9.83,ACTIVE,1602.63,2025-09-15
940,2264,9,CNT00000940,2025-10-24,2027-07-14,62381,4.66,CLOSED,242.25,2025-10-24
941,1898,7,CNT00000941,2023-08-17,2027-11-21,65681,1.46,PENDING,79.91,2023-08-17
942,298,11,CNT00000942,2024-01-08,2028-11-10,40522,7.28,SUSPENDED,245.83,2024-01-08
943,1297,12,CNT00000943,2024-11-29,2031-03-03,72655,10.77,SUSPENDED,652.08,2024-11-29
944,2067,7,CNT00000944,2024-11-18,2028-11-30,88155,2.31,CLOSED,169.7,2024-11-18
945,2480,3,CNT00000945,2024-08-29,2033-02-23,44792,8.35,SUSPENDED,311.68,2024-08-29
946,440,12,CNT00000946,2025-10-21,2033-06-18,69303,7.26,ACTIVE,419.28,2025-10-21
947,1053,6,CNT00000947,2025-03-10,2031-01-20,131719,7.72,SUSPENDED,847.39,2025-03-10
948,2256,7,CNT00000948,2025-10-29,2029-02-11,95932,4.97,ACTIVE,397.32,2025-10-29
949,2526,8,CNT00000949,2020-12-13,2024-10-04,40366,4.21,SUSPENDED,141.62,2020-12-13
950,916,4,CNT00000950,2023-02-01,2025-04-12,43789,10.55,CLOSED,384.98,2023-02-01
951,1453,12,CNT00000951,2025-07-22,2029-05-05,126725,14.05,ACTIVE,1483.74,2025-07-22
952,2752,9,CNT00000952,2024-12-26,2029-05-22,72068,3.02,PENDING,181.37,2024-12-26
953,2233,5,CNT00000953,2025-07-09,2034-11-05,109818,9.19,SUSPENDED,841.02,2025-07-09
954,1539,9,CNT00000954,2024-09-10,2026-11-11,11633,1.97,PENDING,19.1,2024-09-10
955,2030,3,CNT00000955,2024-11-24,2033-05-01,4446,7.75,ACTIVE,28.71,2024-11-24
956,2204,11,CNT00000956,2025-03-15,2031-02-01,26702,8.15,CLOSED,181.35,2025-03-15
957,2801,11,CNT00000957,2023-04-09,2028-11-29,31109,9.78,SUSPENDED,253.54,2023-04-09
958,2796,3,CNT00000958,2024-12-15,2030-02-09,7848,3.08,PENDING,20.14,2024-12-15
959,2251,7,CNT00000959,2024-08-14,2027-11-14,52949,3.35,PENDING,147.82,2024-08-14
960,2482,2,CNT00000960,2025-10-08,2031-08-04,15508,2.86,CLOSED,36.96,2025-10-08
961,2701,7,CNT00000961,2025-07-29,2027-12-14,21865,3.39,PENDING,61.77,2025-07-29
962,1422,5,CNT00000962,2024-05-01,2026-04-05,31387,5.82,ACTIVE,152.23,2024-05-01
963,868,3,CNT00000963,2025-05-10,2028-01-14,35513,4.29,ACTIVE,126.96,2025-05-10
964,863,9,CNT00000964,2022-09-04,2027-08-14,92407,3.59,ACTIVE,276.45,2022-09-04
965,2758,9,CNT00000965,2025-01-01,2025-07-04,62762,1.71,CLOSED,89.44,2025-01-01
966,774,2,CNT00000966,2025-10-02,2030-01-07,24136,6.79,SUSPENDED,136.57,2025-10-02
967,915,11,CNT00000967,2025-04-26,2033-10-14,37586,0.88,CLOSED,27.56,2025-04-26
968,1664,8,CNT00000968,2025-06-28,2027-09-20,44272,1.4,ACTIVE,51.65,2025-06-28
969,2866,12,CNT00000969,2024-05-04,2025-10-12,166051,5.0,CLOSED,691.88,2024-05-04
970,1775,2,CNT00000970,2024-04-22,2034-02-27,11236,8.97,PENDING,83.99,2024-04-22
971,1022,2,CNT00000971,2025-10-25,2028-01-08,17619,5.93,ACTIVE,87.07,2025-10-25
972,2530,12,CNT00000972,2025-05-17,2033-03-30,79565,6.39,PENDING,423.68,2025-05-17
973,1385,5,CNT00000973,2024-09-15,2032-07-02,73152,6.57,ACTIVE,400.51,2024-09-15
974,83,2,CNT00000974,2023-10-07,2030-05-01,39846,2.24,SUSPENDED,74.38,2023-10-07
975,1709,11,CNT00000975,2025-10-31,2027-03-11,25881,8.52,CLOSED,183.76,2025-10-31
976,280,4,CNT00000976,2023-01-29,2031-11-14,128905,13.1,SUSPENDED,1407.21,2023-01-29
977,1334,6,CNT00000977,2025-08-29,2032-05-13,85320,7.94,PENDING,564.53,2025-08-29
978,2926,11,CNT00000978,2025-08-27,2031-05-05,15509,7.94,SUSPENDED,102.62,2025-08-27
979,964,4,CNT00000979,2025-03-13,2033-08-31,90618,7.11,PENDING,536.91,2025-03-13
980,1010,4,CNT00000980,2022-10-24,2025-06-24,189348,6.55,ACTIVE,1033.52,2022-10-24
981,2111,8,CNT00000981,2023-06-26,2024-04-21,78028,4.5,CLOSED,292.61,2023-06-26
982,2746,3,CNT00000982,2025-09-14,2027-11-29,29520,1.26,ACTIVE,31.0,2025-09-14
983,1072,6,CNT00000983,2024-04-05,2028-06-05,92222,11.88,CLOSED,913.0,2024-04-05
984,1270,3,CNT00000984,2023-01-23,2032-02-13,31661,4.35,ACTIVE,114.77,2023-01-23
985,2983,11,CNT00000985,2025-03-18,2033-06-08,43895,9.43,SUSPENDED,344.94,2025-03-18
986,2902,10,CNT00000986,2025-05-21,2034-05-03,13847,8.96,ACTIVE,103.39,2025-05-21
987,2209,1,CNT00000987,2025-10-26,2030-11-25,10358,3.91,SUSPENDED,33.75,2025-10-26
988,8,4,CNT00000988,2025-05-19,2027-02-13,17822,5.31,SUSPENDED,78.86,2025-05-19
989,245,11,CNT00000989,2025-01-26,2030-06-09,12326,8.13,PENDING,83.51,2025-01-26
990,35,3,CNT00000990,2023-08-08,2031-12-25,26149,7.84,SUSPENDED,170.84,2023-08-08
991,2980,5,CNT00000991,2024-06-20,2030-07-05,39839,13.16,PENDING,436.9,2024-06-20
992,51,7,CNT00000992,2025-03-09,2029-05-15,42259,4.83,CLOSED,170.09,2025-03-09
