balance_id,account_id,current_balance,available_balance,currency,last_updated,credit_limit
2079,2079,48765.75,48212.79,USD,2025-11-03 16:37:03.768178,0.0
2080,2080,45746.85,45326.98,USD,2025-11-03 16:37:03.768472,0.0
2081,2081,36025.43,35786.42,USD,2025-11-03 16:37:03.768774,0.0
2082,2082,5845.34,5619.85,USD,2025-11-03 16:37:03.769055,0.0
2083,2083,7462.39,7361.97,USD,2025-11-03 16:37:03.769371,0.0
2084,2084,27243.98,23616.95,USD,2025-11-03 16:37:03.769654,3913.55
2085,2085,46079.84,39962.59,USD,2025-11-03 16:37:03.769921,4584.19
2086,2086,41840.57,36295.29,USD,2025-11-03 16:37:03.770211,2054.78
2087,2087,9370.83,8858.78,USD,2025-11-03 16:37:03.770529,0.0
2088,2088,22186.4,18396.63,USD,2025-11-03 16:37:03.770820,0.0
2089,2089,5232.95,5152.62,USD,2025-11-03 16:37:03.771164,0.0
2090,2090,29268.7,26723.49,USD,2025-11-03 16:37:03.771502,0.0
2091,2091,22939.74,20276.28,USD,2025-11-03 16:37:03.771824,0.0
2092,2092,32028.83,27770.51,USD,2025-11-03 16:37:03.772115,0.0
2093,2093,9329.03,8266.94,USD,2025-11-03 16:37:03.772392,0.0
2094,2094,32238.79,27366.4,USD,2025-11-03 16:37:03.772721,2462.61
2095,2095,40270.47,35668.87,USD,2025-11-03 16:37:03.773042,0.0
2096,2096,13600.36,10956.94,USD,2025-11-03 16:37:03.773360,0.0
2097,2097,8537.95,7765.31,USD,2025-11-03 16:37:03.773638,0.0
2098,2098,6512.25,6409.07,USD,2025-11-03 16:37:03.773933,0.0
2099,2099,34684.17,29208.88,USD,2025-11-03 16:37:03.774197,0.0
2100,2100,9172.25,7901.28,USD,2025-11-03 16:37:03.774497,0.0
2101,2101,43973.91,38513.75,USD,2025-11-03 16:37:03.774903,0.0
2102,2102,-3765.15,-3088.82,USD,2025-11-03 16:37:03.775277,0.0
2103,2103,41631.6,37322.21,USD,2025-11-03 16:37:03.775576,15694.07
2104,2104,28144.44,22966.3,USD,2025-11-03 16:37:03.775885,0.0
2105,2105,28998.14,28166.88,USD,2025-11-03 16:37:03.776176,0.0
2106,2106,25181.74,20457.9,USD,2025-11-03 16:37:03.776523,0.0
2107,2107,49473.65,47339.33,USD,2025-11-03 16:37:03.776825,0.0
2108,2108,14567.06,13824.7,USD,2025-11-03 16:37:03.777143,9763.79
2109,2109,20244.09,16771.1,USD,2025-11-03 16:37:03.777426,0.0
2110,2110,31837.79,25852.26,USD,2025-11-03 16:37:03.777746,0.0
2111,2111,22018.23,20155.5,USD,2025-11-03 16:37:03.778006,0.0
2112,2112,45012.53,41682.48,USD,2025-11-03 16:37:03.778347,0.0
2113,2113,13227.25,10622.33,USD,2025-11-03 16:37:03.778694,0.0
2114,2114,17472.0,14533.07,USD,2025-11-03 16:37:03.779033,0.0
2115,2115,29139.33,25079.58,USD,2025-11-03 16:37:03.779338,0.0
2116,2116,19394.94,18023.54,USD,2025-11-03 16:37:03.779684,4682.53
2117,2117,43438.9,37939.79,USD,2025-11-03 16:37:03.779932,0.0
2118,2118,20559.71,18769.24,USD,2025-11-03 16:37:03.780223,23286.55
2119,2119,48972.31,43766.66,USD,2025-11-03 16:37:03.780543,0.0
2120,2120,39981.11,39305.93,USD,2025-11-03 16:37:03.780861,0.0
2121,2121,43031.61,42430.61,USD,2025-11-03 16:37:03.781181,0.0
2122,2122,15129.53,12400.79,USD,2025-11-03 16:37:03.781460,0.0
2123,2123,33367.21,29655.75,USD,2025-11-03 16:37:03.781762,0.0
2124,2124,13723.77,13425.91,USD,2025-11-03 16:37:03.782037,0.0
2125,2125,35156.76,34119.71,USD,2025-11-03 16:37:03.782309,0.0
2126,2126,12124.38,9864.12,USD,2025-11-03 16:37:03.782615,0.0
2127,2127,40445.37,39834.84,USD,2025-11-03 16:37:03.782956,8558.58
2128,2128,47672.71,41036.96,USD,2025-11-03 16:37:03.783275,0.0
2129,2129,15731.08,12801.12,USD,2025-11-03 16:37:03.783555,0.0
2130,2130,32127.25,31283.99,USD,2025-11-03 16:37:03.783903,0.0
2131,2131,9852.01,8739.91,USD,2025-11-03 16:37:03.784246,0.0
2132,2132,31511.94,28597.82,USD,2025-11-03 16:37:03.784568,0.0
2133,2133,30310.07,28208.31,USD,2025-11-03 16:37:03.784876,0.0
2134,2134,34651.4,31999.52,USD,2025-11-03 16:37:03.785222,0.0
2135,2135,34161.99,28240.82,USD,2025-11-03 16:37:03.785543,0.0
2136,2136,35907.76,34335.34,USD,2025-11-03 16:37:03.785859,0.0
2137,2137,45753.19,43798.35,USD,2025-11-03 16:37:03.786156,0.0
2138,2138,2289.05,1849.39,USD,2025-11-03 16:37:03.786460,0.0
2139,2139,14744.0,13767.15,USD,2025-11-03 16:37:03.786794,0.0
2140,2140,31618.9,28655.76,USD,2025-11-03 16:37:03.787111,0.0
2141,2141,11862.7,9975.74,USD,2025-11-03 16:37:03.787433,0.0
2142,2142,16537.19,13256.47,USD,2025-11-03 16:37:03.787697,0.0
2143,2143,10269.5,10107.8,USD,2025-11-03 16:37:03.788057,0.0
2144,2144,21252.71,20273.15,USD,2025-11-03 16:37:03.788349,1288.56
2145,2145,45000.08,44809.13,USD,2025-11-03 16:37:03.788629,0.0
2146,2146,2632.66,2602.66,USD,2025-11-03 16:37:03.788934,0.0
2147,2147,5767.91,5441.42,USD,2025-11-03 16:37:03.789276,0.0
2148,2148,25947.47,20863.4,USD,2025-11-03 16:37:03.789570,0.0
2149,2149,18681.41,16791.56,USD,2025-11-03 16:37:03.789847,0.0
2150,2150,40355.77,36146.66,USD,2025-11-03 16:37:03.790124,0.0
2151,2151,37442.51,32917.03,USD,2025-11-03 16:37:03.790429,0.0
2152,2152,32233.62,30118.94,USD,2025-11-03 16:37:03.790750,0.0
2153,2153,45619.3,41691.88,USD,2025-11-03 16:37:03.791068,0.0
2154,2154,42168.7,38981.21,USD,2025-11-03 16:37:03.791389,0.0
2155,2155,39749.61,37671.77,USD,2025-11-03 16:37:03.791682,0.0
2156,2156,27259.19,22360.94,USD,2025-11-03 16:37:03.791974,0.0
2157,2157,25902.79,25062.06,USD,2025-11-03 16:37:03.792294,0.0
2158,2158,49694.07,41524.25,USD,2025-11-03 16:37:03.792588,0.0
2159,2159,7221.11,6956.88,USD,2025-11-03 16:37:03.792912,0.0
2160,2160,40863.62,36893.57,USD,2025-11-03 16:37:03.793205,0.0
2161,2161,33371.94,32154.96,USD,2025-11-03 16:37:03.793523,0.0
2162,2162,23383.3,22952.95,USD,2025-11-03 16:37:03.793774,0.0
2163,2163,10436.13,9390.99,USD,2025-11-03 16:37:03.794114,0.0
2164,2164,35820.58,31748.82,USD,2025-11-03 16:37:03.794418,0.0
2165,2165,-7160.83,-6224.07,USD,2025-11-03 16:37:03.794739,0.0
2166,2166,3674.09,2998.84,USD,2025-11-03 16:37:03.795032,0.0
2167,2167,10594.62,8929.92,USD,2025-11-03 16:37:03.795322,0.0
2168,2168,27062.49,26737.36,USD,2025-11-03 16:37:03.795617,0.0
2169,2169,33573.46,27305.03,USD,2025-11-03 16:37:03.795882,8610.87
2170,2170,6756.99,6086.22,USD,2025-11-03 16:37:03.796186,0.0
2171,2171,20963.26,20482.06,USD,2025-11-03 16:37:03.796490,0.0
2172,2172,42221.84,35848.32,USD,2025-11-03 16:37:03.796786,11933.98
2173,2173,25056.93,20648.76,USD,2025-11-03 16:37:03.797079,0.0
2174,2174,28255.13,23496.75,USD,2025-11-03 16:37:03.797409,0.0
2175,2175,20301.19,18392.38,USD,2025-11-03 16:37:03.797674,0.0
2176,2176,25208.45,21445.01,USD,2025-11-03 16:37:03.797954,0.0
2177,2177,36069.32,35783.7,USD,2025-11-03 16:37:03.798300,0.0
2178,2178,1850.73,1597.92,USD,2025-11-03 16:37:03.798646,0.0
2179,2179,24515.42,22786.09,USD,2025-11-03 16:37:03.798910,0.0
2180,2180,4960.5,4827.56,USD,2025-11-03 16:37:03.799218,0.0
2181,2181,17952.3,14367.79,USD,2025-11-03 16:37:03.799509,0.0
2182,2182,25379.35,24842.68,USD,2025-11-03 16:37:03.799812,22165.54
2183,2183,37800.53,33451.39,USD,2025-11-03 16:37:03.800103,16437.6
2184,2184,12192.07,11023.8,USD,2025-11-03 16:37:03.800423,16844.14
2185,2185,38175.57,36764.25,USD,2025-11-03 16:37:03.800783,0.0
2186,2186,2080.81,1954.63,USD,2025-11-03 16:37:03.801047,0.0
2187,2187,32926.08,28135.14,USD,2025-11-03 16:37:03.801367,0.0
2188,2188,19119.03,17839.02,USD,2025-11-03 16:37:03.801686,0.0
2189,2189,5768.7,4990.85,USD,2025-11-03 16:37:03.802031,0.0
2190,2190,19144.79,18845.28,USD,2025-11-03 16:37:03.802348,0.0
2191,2191,42662.21,36007.89,USD,2025-11-03 16:37:03.802641,0.0
2192,2192,20084.02,18996.78,USD,2025-11-03 16:37:03.802982,7269.77
2193,2193,12530.86,12414.75,USD,2025-11-03 16:37:03.803262,0.0
2194,2194,5079.68,5051.33,USD,2025-11-03 16:37:03.803577,0.0
2195,2195,689.79,621.37,USD,2025-11-03 16:37:03.803897,20360.72
2196,2196,40957.77,36061.02,USD,2025-11-03 16:37:03.804194,0.0
2197,2197,41315.96,33895.19,USD,2025-11-03 16:37:03.804554,0.0
2198,2198,46862.8,44218.74,USD,2025-11-03 16:37:03.804879,0.0
2199,2199,16678.18,14538.65,USD,2025-11-03 16:37:03.805146,16831.77
2200,2200,31905.92,30262.01,USD,2025-11-03 16:37:03.805482,0.0
2201,2201,36028.35,34318.29,USD,2025-11-03 16:37:03.805775,3458.81
2202,2202,5694.57,5615.13,USD,2025-11-03 16:37:03.806039,0.0
2203,2203,46461.69,42274.62,USD,2025-11-03 16:37:03.806367,0.0
2204,2204,1944.82,1676.56,USD,2025-11-03 16:37:03.806729,12037.22
2205,2205,33633.86,32937.76,USD,2025-11-03 16:37:03.807036,0.0
2206,2206,34670.82,33963.62,USD,2025-11-03 16:37:03.807356,0.0
2207,2207,-4137.54,-3456.12,USD,2025-11-03 16:37:03.807700,0.0
2208,2208,32843.48,29994.1,USD,2025-11-03 16:37:03.807993,0.0
2209,2209,44149.41,44069.28,USD,2025-11-03 16:37:03.808335,0.0
2210,2210,3170.45,3023.3,USD,2025-11-03 16:37:03.808693,0.0
2211,2211,28241.71,27623.43,USD,2025-11-03 16:37:03.808920,21128.08
2212,2212,47444.0,43169.53,USD,2025-11-03 16:37:03.809213,23822.82
2213,2213,40620.43,37945.3,USD,2025-11-03 16:37:03.809512,8418.15
2214,2214,34801.87,28061.64,USD,2025-11-03 16:37:03.809789,0.0
2215,2215,26030.42,22265.06,USD,2025-11-03 16:37:03.810065,0.0
2216,2216,22220.09,17866.34,USD,2025-11-03 16:37:03.810410,0.0
2217,2217,22570.64,22266.5,USD,2025-11-03 16:37:03.810660,0.0
2218,2218,8938.77,7240.04,USD,2025-11-03 16:37:03.810938,0.0
2219,2219,24677.04,21114.89,USD,2025-11-03 16:37:03.811270,10626.02
2220,2220,42370.12,37376.16,USD,2025-11-03 16:37:03.811553,0.0
2221,2221,41371.18,33391.36,USD,2025-11-03 16:37:03.811829,0.0
2222,2222,13768.05,12050.2,USD,2025-11-03 16:37:03.812147,0.0
2223,2223,31693.29,27260.96,USD,2025-11-03 16:37:03.812480,0.0
2224,2224,40668.03,37814.97,USD,2025-11-03 16:37:03.812730,2432.16
2225,2225,7515.63,7368.44,USD,2025-11-03 16:37:03.813038,0.0
2226,2226,2154.26,2132.14,USD,2025-11-03 16:37:03.813335,0.0
2227,2227,9902.28,8932.74,USD,2025-11-03 16:37:03.813642,0.0
2228,2228,45779.82,43637.52,USD,2025-11-03 16:37:03.813938,0.0
2229,2229,35152.17,28849.39,USD,2025-11-03 16:37:03.814200,0.0
2230,2230,9561.94,8340.65,USD,2025-11-03 16:37:03.814516,0.0
2231,2231,20846.37,18571.23,USD,2025-11-03 16:37:03.814809,0.0
2232,2232,34867.3,32932.3,USD,2025-11-03 16:37:03.815101,21923.99
2233,2233,27756.38,25231.99,USD,2025-11-03 16:37:03.815393,11249.56
2234,2234,7881.45,6977.47,USD,2025-11-03 16:37:03.815639,0.0
2235,2235,19855.89,18549.39,USD,2025-11-03 16:37:03.815966,0.0
2236,2236,14906.08,13105.45,USD,2025-11-03 16:37:03.816259,0.0
2237,2237,42287.26,37965.79,USD,2025-11-03 16:37:03.816590,0.0
2238,2238,38674.22,37698.22,USD,2025-11-03 16:37:03.816886,0.0
2239,2239,8204.91,7242.26,USD,2025-11-03 16:37:03.817163,0.0
2240,2240,49803.86,45451.65,USD,2025-11-03 16:37:03.817469,0.0
2241,2241,2452.7,2155.93,USD,2025-11-03 16:37:03.817759,0.0
2242,2242,51596.68,44759.99,USD,2025-11-03 16:37:03.818057,0.0
2243,2243,15194.26,14057.15,USD,2025-11-03 16:37:03.818382,0.0
2244,2244,45092.96,42312.87,USD,2025-11-03 16:37:03.818690,0.0
2245,2245,6140.75,5770.07,USD,2025-11-03 16:37:03.819026,0.0
2246,2246,29592.82,27904.83,USD,2025-11-03 16:37:03.819305,2882.88
2247,2247,2865.71,2464.67,USD,2025-11-03 16:37:03.819552,15703.49
2248,2248,9389.42,9041.06,USD,2025-11-03 16:37:03.819851,0.0
2249,2249,34432.84,34272.33,USD,2025-11-03 16:37:03.820166,0.0
2250,2250,29009.57,26940.84,USD,2025-11-03 16:37:03.820523,0.0
2251,2251,13109.22,11402.64,USD,2025-11-03 16:37:03.820816,0.0
2252,2252,104.99,92.12,USD,2025-11-03 16:37:03.821093,0.0
2253,2253,37085.66,33651.59,USD,2025-11-03 16:37:03.821382,0.0
2254,2254,11779.65,11065.01,USD,2025-11-03 16:37:03.821679,0.0
2255,2255,37760.45,30930.8,USD,2025-11-03 16:37:03.821955,0.0
2256,2256,35985.82,34115.67,USD,2025-11-03 16:37:03.822286,0.0
2257,2257,14491.86,13728.88,USD,2025-11-03 16:37:03.822605,0.0
2258,2258,45218.57,40425.02,USD,2025-11-03 16:37:03.822912,0.0
2259,2259,11437.31,9627.54,USD,2025-11-03 16:37:03.823242,1579.79
2260,2260,9033.53,7958.51,USD,2025-11-03 16:37:03.823573,0.0
2261,2261,32311.42,31048.46,USD,2025-11-03 16:37:03.823839,0.0
2262,2262,25822.79,23497.41,USD,2025-11-03 16:37:03.824172,0.0
2263,2263,39344.72,32260.86,USD,2025-11-03 16:37:03.824437,0.0
2264,2264,4930.91,4041.81,USD,2025-11-03 16:37:03.824758,3014.2
2265,2265,3074.47,2902.48,USD,2025-11-03 16:37:03.825147,0.0
2266,2266,25657.01,23802.09,USD,2025-11-03 16:37:03.825450,0.0
2267,2267,33872.16,28777.86,USD,2025-11-03 16:37:03.825733,0.0
2268,2268,29238.53,24682.27,USD,2025-11-03 16:37:03.826043,0.0
2269,2269,3404.5,3244.93,USD,2025-11-03 16:37:03.826375,0.0
2270,2270,9909.97,9085.96,USD,2025-11-03 16:37:03.826669,20970.57
2271,2271,39869.69,34572.35,USD,2025-11-03 16:37:03.826999,0.0
2272,2272,40227.1,36302.74,USD,2025-11-03 16:37:03.827264,0.0
2273,2273,13336.13,12948.48,USD,2025-11-03 16:37:03.827571,0.0
2274,2274,25239.56,21759.25,USD,2025-11-03 16:37:03.827862,0.0
2275,2275,18792.02,17046.81,USD,2025-11-03 16:37:03.828124,0.0
2276,2276,41604.02,36060.73,USD,2025-11-03 16:37:03.828479,7618.83
2277,2277,38084.19,33871.29,USD,2025-11-03 16:37:03.828746,10115.9
2278,2278,40318.38,39575.16,USD,2025-11-03 16:37:03.829008,0.0
2279,2279,29365.13,23968.7,USD,2025-11-03 16:37:03.829379,0.0
2280,2280,16167.91,14379.49,USD,2025-11-03 16:37:03.829715,0.0
2281,2281,7748.3,7647.29,USD,2025-11-03 16:37:03.830080,0.0
2282,2282,3117.67,3035.37,USD,2025-11-03 16:37:03.830361,0.0
2283,2283,604.37,568.72,USD,2025-11-03 16:37:03.830651,0.0
2284,2284,41905.63,34904.25,USD,2025-11-03 16:37:03.830915,0.0
2285,2285,27719.91,22897.17,USD,2025-11-03 16:37:03.831215,0.0
2286,2286,20550.72,18652.25,USD,2025-11-03 16:37:03.831524,0.0
2287,2287,467.87,447.4,USD,2025-11-03 16:37:03.831831,0.0
2288,2288,15666.42,13975.9,USD,2025-11-03 16:37:03.832141,0.0
2289,2289,3979.32,3438.83,USD,2025-11-03 16:37:03.832406,0.0
2290,2290,19703.95,17482.99,USD,2025-11-03 16:37:03.832727,0.0
2291,2291,10742.84,9290.99,USD,2025-11-03 16:37:03.833076,0.0
2292,2292,4131.94,3759.41,USD,2025-11-03 16:37:03.833416,0.0
2293,2293,10659.68,9748.41,USD,2025-11-03 16:37:03.833743,15639.44
2294,2294,36719.4,36340.9,USD,2025-11-03 16:37:03.834050,0.0
2295,2295,18881.07,18450.0,USD,2025-11-03 16:37:03.834424,0.0
2296,2296,35073.46,34391.9,USD,2025-11-03 16:37:03.834703,2672.66
2297,2297,40385.63,32748.62,USD,2025-11-03 16:37:03.834982,0.0
2298,2298,27603.62,24392.35,USD,2025-11-03 16:37:03.835311,0.0
2299,2299,39809.06,36063.29,USD,2025-11-03 16:37:03.835632,0.0
2300,2300,16885.39,16624.47,USD,2025-11-03 16:37:03.835923,13792.27
2301,2301,6688.66,6479.28,USD,2025-11-03 16:37:03.836300,0.0
2302,2302,32822.46,32272.08,USD,2025-11-03 16:37:03.836577,0.0
2303,2303,24316.11,22403.91,USD,2025-11-03 16:37:03.836879,0.0
2304,2304,31710.48,29674.46,USD,2025-11-03 16:37:03.837155,0.0
2305,2305,10091.86,8109.84,USD,2025-11-03 16:37:03.837446,0.0
2306,2306,29342.03,24002.47,USD,2025-11-03 16:37:03.837724,0.0
2307,2307,12530.49,11338.78,USD,2025-11-03 16:37:03.838026,0.0
2308,2308,2995.93,2603.3,USD,2025-11-03 16:37:03.838341,0.0
2309,2309,8139.59,7157.14,USD,2025-11-03 16:37:03.838681,0.0
2310,2310,52865.92,42646.69,USD,2025-11-03 16:37:03.838978,0.0
2311,2311,22494.11,22278.26,USD,2025-11-03 16:37:03.839301,19850.36
2312,2312,27795.2,26683.92,USD,2025-11-03 16:37:03.839663,0.0
2313,2313,48262.72,40357.63,USD,2025-11-03 16:37:03.839974,0.0
2314,2314,19229.7,15735.26,USD,2025-11-03 16:37:03.840310,0.0
2315,2315,13999.18,11283.46,USD,2025-11-03 16:37:03.840636,0.0
2316,2316,19664.51,17572.81,USD,2025-11-03 16:37:03.840918,0.0
2317,2317,42524.83,37201.73,USD,2025-11-03 16:37:03.841188,0.0
2318,2318,2539.62,2082.66,USD,2025-11-03 16:37:03.841492,0.0
2319,2319,32652.24,31297.81,USD,2025-11-03 16:37:03.841775,5051.36
2320,2320,57428.16,46579.76,USD,2025-11-03 16:37:03.842103,0.0
2321,2321,12482.53,11500.35,USD,2025-11-03 16:37:03.842452,0.0
2322,2322,5452.75,4896.54,USD,2025-11-03 16:37:03.842761,0.0
2323,2323,32195.09,29982.3,USD,2025-11-03 16:37:03.843070,0.0
2324,2324,2239.82,2114.95,USD,2025-11-03 16:37:03.843395,0.0
2325,2325,42484.23,39777.49,USD,2025-11-03 16:37:03.843680,0.0
2326,2326,46144.55,41549.48,USD,2025-11-03 16:37:03.844041,0.0
2327,2327,4046.87,3626.64,USD,2025-11-03 16:37:03.844324,0.0
2328,2328,47759.66,39787.91,USD,2025-11-03 16:37:03.844636,0.0
2329,2329,8452.04,7593.63,USD,2025-11-03 16:37:03.844915,0.0
2330,2330,29322.77,25230.28,USD,2025-11-03 16:37:03.845273,0.0
2331,2331,41865.1,41346.38,USD,2025-11-03 16:37:03.845555,1246.18
2332,2332,40480.15,36424.29,USD,2025-11-03 16:37:03.845890,0.0
2333,2333,19925.98,17648.49,USD,2025-11-03 16:37:03.846212,0.0
2334,2334,21546.25,20918.95,USD,2025-11-03 16:37:03.846565,16352.47
2335,2335,42988.4,37177.39,USD,2025-11-03 16:37:03.846891,0.0
2336,2336,13939.17,13152.32,USD,2025-11-03 16:37:03.847187,0.0
2337,2337,28095.02,26797.54,USD,2025-11-03 16:37:03.847522,0.0
2338,2338,1775.06,1447.91,USD,2025-11-03 16:37:03.847829,0.0
2339,2339,32107.11,29673.66,USD,2025-11-03 16:37:03.848119,0.0
2340,2340,27188.55,24661.74,USD,2025-11-03 16:37:03.848463,24226.07
2341,2341,13963.97,11968.04,USD,2025-11-03 16:37:03.848715,0.0
2342,2342,44875.0,41386.14,USD,2025-11-03 16:37:03.849067,0.0
2343,2343,24420.84,20265.21,USD,2025-11-03 16:37:03.849377,0.0
2344,2344,18620.35,17946.97,USD,2025-11-03 16:37:03.849640,0.0
2345,2345,39737.09,36146.24,USD,2025-11-03 16:37:03.850012,21388.01
2346,2346,29990.98,26411.42,USD,2025-11-03 16:37:03.850362,19206.41
2347,2347,48302.2,46846.28,USD,2025-11-03 16:37:03.850681,0.0
2348,2348,5619.68,5095.77,USD,2025-11-03 16:37:03.850972,0.0
2349,2349,13330.0,12709.39,USD,2025-11-03 16:37:03.851273,0.0
2350,2350,3175.05,3076.03,USD,2025-11-03 16:37:03.851570,0.0
2351,2351,37376.76,31725.49,USD,2025-11-03 16:37:03.851863,0.0
2352,2352,39938.03,39882.53,USD,2025-11-03 16:37:03.852127,0.0
2353,2353,16769.73,14133.39,USD,2025-11-03 16:37:03.852434,11343.99
2354,2354,23771.49,21542.72,USD,2025-11-03 16:37:03.852826,0.0
2355,2355,35120.25,28713.29,USD,2025-11-03 16:37:03.853118,0.0
2356,2356,43790.47,39869.86,USD,2025-11-03 16:37:03.853423,0.0
2357,2357,3770.82,3382.32,USD,2025-11-03 16:37:03.853706,0.0
2358,2358,29714.7,28079.24,USD,2025-11-03 16:37:03.854009,0.0
2359,2359,43659.73,41284.44,USD,2025-11-03 16:37:03.854313,0.0
2360,2360,3643.54,3353.29,USD,2025-11-03 16:37:03.854559,0.0
2361,2361,15665.06,12753.88,USD,2025-11-03 16:37:03.854851,0.0
2362,2362,10447.98,8445.54,USD,2025-11-03 16:37:03.855184,0.0
2363,2363,6763.13,6511.94,USD,2025-11-03 16:37:03.855514,0.0
2364,2364,35384.35,33169.59,USD,2025-11-03 16:37:03.855849,0.0
2365,2365,41986.26,38235.67,USD,2025-11-03 16:37:03.856168,0.0
2366,2366,14456.82,11786.77,USD,2025-11-03 16:37:03.856527,0.0
2367,2367,10936.37,8914.16,USD,2025-11-03 16:37:03.856778,0.0
2368,2368,15119.03,13894.18,USD,2025-11-03 16:37:03.857147,0.0
2369,2369,15144.86,14275.22,USD,2025-11-03 16:37:03.857441,0.0
2370,2370,30715.9,28485.79,USD,2025-11-03 16:37:03.857824,0.0
2371,2371,4112.21,3651.41,USD,2025-11-03 16:37:03.858158,0.0
2372,2372,7302.69,6156.59,USD,2025-11-03 16:37:03.858422,0.0
2373,2373,3002.35,2550.98,USD,2025-11-03 16:37:03.858672,0.0
2374,2374,19285.22,15965.08,USD,2025-11-03 16:37:03.858967,0.0
2375,2375,42233.5,33839.56,USD,2025-11-03 16:37:03.859315,0.0
2376,2376,49622.54,46961.73,USD,2025-11-03 16:37:03.859608,0.0
2377,2377,16051.88,14013.14,USD,2025-11-03 16:37:03.859888,0.0
2378,2378,4153.04,3350.97,USD,2025-11-03 16:37:03.860230,0.0
2379,2379,30231.14,25597.16,USD,2025-11-03 16:37:03.860522,18330.31
2380,2380,49215.18,45159.2,USD,2025-11-03 16:37:03.860799,0.0
2381,2381,50635.67,41114.65,USD,2025-11-03 16:37:03.861141,0.0
2382,2382,36117.79,29365.93,USD,2025-11-03 16:37:03.861431,0.0
2383,2383,12496.01,11621.15,USD,2025-11-03 16:37:03.861807,0.0
2384,2384,38380.75,31938.24,USD,2025-11-03 16:37:03.862030,0.0
2385,2385,17266.31,16696.36,USD,2025-11-03 16:37:03.862362,8472.29
2386,2386,44361.5,41492.51,USD,2025-11-03 16:37:03.862693,0.0
2387,2387,49834.7,41860.26,USD,2025-11-03 16:37:03.862995,0.0
2388,2388,16919.56,15044.15,USD,2025-11-03 16:37:03.863286,0.0
2389,2389,42240.69,36525.66,USD,2025-11-03 16:37:03.863595,0.0
2390,2390,33170.17,32906.32,USD,2025-11-03 16:37:03.863879,0.0
2391,2391,9809.46,9714.92,USD,2025-11-03 16:37:03.864273,0.0
2392,2392,32565.06,31286.47,USD,2025-11-03 16:37:03.864523,0.0
2393,2393,48425.43,42712.44,USD,2025-11-03 16:37:03.864799,0.0
2394,2394,11342.79,10387.6,USD,2025-11-03 16:37:03.865066,0.0
2395,2395,13440.81,11368.84,USD,2025-11-03 16:37:03.865326,5844.38
2396,2396,34680.42,28449.42,USD,2025-11-03 16:37:03.865647,0.0
2397,2397,22089.2,18515.57,USD,2025-11-03 16:37:03.865980,0.0
2398,2398,15830.66,14821.26,USD,2025-11-03 16:37:03.866258,0.0
2399,2399,18465.52,16186.26,USD,2025-11-03 16:37:03.866519,18764.77
2400,2400,29340.52,23581.24,USD,2025-11-03 16:37:03.866863,0.0
2401,2401,45559.25,38350.84,USD,2025-11-03 16:37:03.867209,0.0
2402,2402,45054.0,44468.18,USD,2025-11-03 16:37:03.867583,0.0
2403,2403,8424.02,6743.13,USD,2025-11-03 16:37:03.867849,8302.37
2404,2404,29139.64,24309.35,USD,2025-11-03 16:37:03.868114,13176.69
2405,2405,42246.61,37899.5,USD,2025-11-03 16:37:03.868415,0.0
2406,2406,42404.22,41055.99,USD,2025-11-03 16:37:03.868678,0.0
2407,2407,19943.65,19285.44,USD,2025-11-03 16:37:03.868999,0.0
2408,2408,38606.38,36688.49,USD,2025-11-03 16:37:03.869304,0.0
2409,2409,8799.02,8762.63,USD,2025-11-03 16:37:03.869567,0.0
2410,2410,2579.24,2242.29,USD,2025-11-03 16:37:03.869858,0.0
2411,2411,30291.47,30071.49,USD,2025-11-03 16:37:03.870131,0.0
2412,2412,22892.09,21616.79,USD,2025-11-03 16:37:03.870408,0.0
2413,2413,48306.46,39019.55,USD,2025-11-03 16:37:03.870712,0.0
2414,2414,26042.86,25132.84,USD,2025-11-03 16:37:03.871005,0.0
2415,2415,48243.7,47220.39,USD,2025-11-03 16:37:03.871393,0.0
2416,2416,21925.27,20020.88,USD,2025-11-03 16:37:03.871658,19565.91
2417,2417,3155.32,2762.34,USD,2025-11-03 16:37:03.871989,0.0
2418,2418,37293.02,29892.41,USD,2025-11-03 16:37:03.872297,0.0
2419,2419,29305.56,28068.09,USD,2025-11-03 16:37:03.872587,0.0
2420,2420,43567.91,35722.64,USD,2025-11-03 16:37:03.872905,0.0
2421,2421,13555.41,11759.26,USD,2025-11-03 16:37:03.873182,0.0
2422,2422,-3776.93,-3271.23,USD,2025-11-03 16:37:03.873500,14498.29
2423,2423,32780.81,30369.09,USD,2025-11-03 16:37:03.873782,0.0
2424,2424,7099.49,7091.41,USD,2025-11-03 16:37:03.874087,4899.14
2425,2425,5796.9,5683.35,USD,2025-11-03 16:37:03.874397,0.0
2426,2426,46125.89,44055.53,USD,2025-11-03 16:37:03.874688,0.0
2427,2427,16770.53,16753.07,USD,2025-11-03 16:37:03.875004,0.0
2428,2428,13138.99,12740.88,USD,2025-11-03 16:37:03.875321,0.0
2429,2429,8268.47,6889.38,USD,2025-11-03 16:37:03.875612,0.0
2430,2430,27147.36,23885.04,USD,2025-11-03 16:37:03.875943,0.0
2431,2431,20867.34,19715.2,USD,2025-11-03 16:37:03.876236,0.0
2432,2432,3040.47,2582.13,USD,2025-11-03 16:37:03.876551,0.0
2433,2433,43117.79,42208.35,USD,2025-11-03 16:37:03.876843,0.0
2434,2434,21915.65,19201.8,USD,2025-11-03 16:37:03.877120,0.0
