relationship_id,client_id,product_id,relationship_type,start_date,end_date,status
1006,528,3,AUTHORIZED_USER,2023-04-03,2026-05-16,PENDING
1007,1339,4,OWNER,2025-10-17,2026-12-20,PENDING
1008,2953,1,CO_OWNER,2025-06-16,2027-04-02,PENDING
1009,1719,7,OWNER,2023-05-17,2026-05-23,INACTIVE
1010,1054,3,CO_OWNER,2024-06-26,,INACTIVE
1011,2492,9,AUTHORIZED_USER,2025-09-19,2027-03-12,INACTIVE
1012,960,11,OWNER,2022-08-27,2026-03-11,INACTIVE
1013,76,8,BENEFICIARY,2025-02-26,,PENDING
1014,2645,9,OWNER,2023-12-05,,ACTIVE
1015,1767,7,AUTHORIZED_USER,2023-06-19,,PENDING
1016,2078,5,AUTHORIZED_USER,2025-07-16,,ACTIVE
1017,231,6,OWNER,2025-02-23,,INACTIVE
1018,2687,11,CO_OWNER,2025-09-12,2027-07-31,ACTIVE
1019,2492,5,CO_OWNER,2025-09-22,,ACTIVE
1020,2168,10,AUTHORIZED_USER,2024-09-13,,PENDING
1021,3,11,CO_OWNER,2025-10-03,,PENDING
1022,849,6,CO_OWNER,2025-07-02,,ACTIVE
1023,1944,10,AUTHORIZED_USER,2021-04-20,,INACTIVE
1024,2673,3,CO_OWNER,2025-02-15,2026-11-10,PENDING
1025,83,11,BENEFICIARY,2023-02-19,,ACTIVE
1026,2368,6,BENEFICIARY,2024-04-22,2026-05-09,INACTIVE
1027,2513,9,BENEFICIARY,2025-06-15,2027-02-18,PENDING
1028,691,7,CO_OWNER,2023-11-09,,INACTIVE
1029,1132,7,AUTHORIZED_USER,2024-06-25,,ACTIVE
1030,2855,7,BENEFICIARY,2025-09-12,,INACTIVE
1031,2641,4,CO_OWNER,2025-05-08,2027-04-23,INACTIVE
1032,2555,9,CO_OWNER,2023-03-02,,ACTIVE
1033,300,8,CO_OWNER,2022-05-28,,PENDING
1034,688,12,OWNER,2025-04-24,2026-01-07,PENDING
1035,39,2,CO_OWNER,2024-12-20,,INACTIVE
1036,1532,8,AUTHORIZED_USER,2021-08-04,2026-10-01,PENDING
1037,2242,11,AUTHORIZED_USER,2024-12-11,,PENDING
1038,1421,2,BENEFICIARY,2025-08-11,,INACTIVE
1039,1133,11,BENEFICIARY,2022-10-19,,ACTIVE
1040,2107,11,BENEFICIARY,2025-11-01,2027-10-30,PENDING
1041,909,7,BENEFICIARY,2024-07-08,,INACTIVE
1042,1254,4,CO_OWNER,2023-09-15,2026-04-11,ACTIVE
1043,384,2,CO_OWNER,2025-02-14,2026-11-02,INACTIVE
1044,1362,6,AUTHORIZED_USER,2023-08-26,,INACTIVE
1045,1926,12,AUTHORIZED_USER,2022-03-20,2025-12-10,INACTIVE
1046,982,1,CO_OWNER,2024-05-23,2026-12-18,ACTIVE
1047,470,7,AUTHORIZED_USER,2025-02-26,,ACTIVE
1048,1017,3,CO_OWNER,2024-07-23,2026-05-10,ACTIVE
1049,1216,10,CO_OWNER,2025-01-02,2026-03-24,ACTIVE
1050,586,9,CO_OWNER,2024-11-19,,PENDING
1051,241,12,CO_OWNER,2025-09-22,,ACTIVE
1052,1947,6,BENEFICIARY,2022-01-25,2026-03-01,INACTIVE
1053,2650,7,AUTHORIZED_USER,2023-09-15,,ACTIVE
1054,2147,2,OWNER,2023-10-31,,PENDING
1055,1760,2,OWNER,2022-05-01,,PENDING
1056,681,8,AUTHORIZED_USER,2024-09-10,,PENDING
1057,1901,3,AUTHORIZED_USER,2024-03-26,,INACTIVE
1058,1387,3,OWNER,2024-02-27,,INACTIVE
1059,2282,4,AUTHORIZED_USER,2022-01-18,,INACTIVE
1060,2315,7,OWNER,2022-12-11,,ACTIVE
1061,3000,6,BENEFICIARY,2023-11-07,,ACTIVE
1062,2654,9,CO_OWNER,2025-10-24,,ACTIVE
1063,1483,7,CO_OWNER,2025-06-09,,ACTIVE
1064,1394,4,AUTHORIZED_USER,2025-04-29,,PENDING
1065,2240,7,CO_OWNER,2023-12-10,,INACTIVE
1066,970,11,AUTHORIZED_USER,2024-04-08,,ACTIVE
1067,2453,3,BENEFICIARY,2025-03-09,,PENDING
1068,1835,11,CO_OWNER,2023-12-10,,PENDING
1069,424,10,CO_OWNER,2025-02-21,,ACTIVE
1070,1095,3,CO_OWNER,2023-10-18,,PENDING
1071,2280,3,AUTHORIZED_USER,2023-07-24,2026-03-06,ACTIVE
1072,998,6,OWNER,2024-11-01,2026-12-18,INACTIVE
1073,745,9,BENEFICIARY,2022-12-18,,PENDING
1074,1089,9,BENEFICIARY,2023-11-17,,ACTIVE
1075,1867,2,CO_OWNER,2025-07-16,,PENDING
1076,2614,7,BENEFICIARY,2025-09-04,,PENDING
1077,2495,1,BENEFICIARY,2025-09-15,,ACTIVE
1078,1093,6,CO_OWNER,2025-02-16,,ACTIVE
1079,1616,1,BENEFICIARY,2025-09-01,,PENDING
1080,159,9,CO_OWNER,2024-07-11,,INACTIVE
1081,1077,4,BENEFICIARY,2025-08-29,,INACTIVE
1082,869,1,CO_OWNER,2023-08-25,,PENDING
1083,22,11,AUTHORIZED_USER,2024-07-31,,ACTIVE
1084,832,10,AUTHORIZED_USER,2025-05-20,,ACTIVE
1085,1326,8,CO_OWNER,2024-10-29,,INACTIVE
1086,510,1,CO_OWNER,2022-10-16,,PENDING
1087,1008,4,BENEFICIARY,2025-10-23,2026-06-02,PENDING
1088,969,12,BENEFICIARY,2025-09-07,,PENDING
1089,510,1,OWNER,2023-03-22,,INACTIVE
1090,544,12,OWNER,2025-09-16,,ACTIVE
1091,2055,1,OWNER,2024-12-26,,INACTIVE
1092,504,12,AUTHORIZED_USER,2024-11-19,,ACTIVE
1093,538,3,CO_OWNER,2022-06-30,2027-03-30,INACTIVE
1094,1181,6,BENEFICIARY,2025-05-27,2027-06-05,PENDING
1095,1042,10,AUTHORIZED_USER,2025-09-15,,ACTIVE
1096,895,6,OWNER,2023-06-06,2026-04-06,ACTIVE
1097,2211,6,CO_OWNER,2025-04-11,2026-12-08,PENDING
1098,2797,11,BENEFICIARY,2025-10-01,,ACTIVE
1099,715,3,BENEFICIARY,2025-09-15,,PENDING
1100,2120,1,BENEFICIARY,2025-10-30,,INACTIVE
1101,108,8,CO_OWNER,2025-10-28,,PENDING
1102,2839,5,CO_OWNER,2022-11-17,,ACTIVE
1103,809,8,OWNER,2024-11-16,,PENDING
1104,2725,11,AUTHORIZED_USER,2025-07-16,,ACTIVE
1105,1158,2,CO_OWNER,2025-08-31,,ACTIVE
1106,2601,10,CO_OWNER,2024-05-13,,INACTIVE
1107,2623,4,OWNER,2022-05-26,2027-09-06,INACTIVE
1108,2728,10,AUTHORIZED_USER,2021-06-26,2026-02-05,PENDING
1109,719,6,CO_OWNER,2024-11-09,2026-12-21,PENDING
1110,1812,3,OWNER,2025-06-11,2026-07-24,ACTIVE
1111,173,7,CO_OWNER,2025-10-23,,ACTIVE
1112,1991,8,OWNER,2023-09-21,,ACTIVE
1113,1236,10,AUTHORIZED_USER,2022-12-29,,INACTIVE
1114,391,9,BENEFICIARY,2025-07-23,2027-08-10,PENDING
1115,2093,9,AUTHORIZED_USER,2025-10-22,,ACTIVE
1116,127,4,CO_OWNER,2025-02-26,,PENDING
1117,776,11,CO_OWNER,2023-07-03,,PENDING
1118,1698,1,AUTHORIZED_USER,2023-12-17,,INACTIVE
1119,1936,7,BENEFICIARY,2025-03-03,2027-10-27,INACTIVE
1120,2298,7,BENEFICIARY,2022-02-13,2026-05-07,PENDING
1121,1726,7,OWNER,2025-06-01,,ACTIVE
1122,94,5,CO_OWNER,2021-10-24,,ACTIVE
1123,1496,6,OWNER,2025-11-01,,ACTIVE
1124,375,9,BENEFICIARY,2025-10-04,2026-03-07,ACTIVE
1125,1837,7,OWNER,2025-10-31,,INACTIVE
1126,2162,6,BENEFICIARY,2025-10-06,,ACTIVE
1127,1113,9,AUTHORIZED_USER,2024-06-21,2027-01-30,PENDING
1128,2371,5,OWNER,2025-07-05,,INACTIVE
1129,2560,7,BENEFICIARY,2023-01-20,,PENDING
1130,660,5,AUTHORIZED_USER,2023-08-28,,INACTIVE
1131,659,5,OWNER,2025-06-24,2027-02-08,PENDING
1132,1572,10,BENEFICIARY,2023-04-04,,INACTIVE
1133,459,9,CO_OWNER,2025-09-11,2025-11-29,INACTIVE
1134,584,9,OWNER,2023-03-08,,INACTIVE
1135,2291,2,BENEFICIARY,2025-09-18,,ACTIVE
1136,1991,4,BENEFICIARY,2025-09-14,2026-01-30,PENDING
1137,1627,11,OWNER,2023-03-14,,INACTIVE
1138,1278,2,OWNER,2024-01-29,,ACTIVE
1139,2052,8,OWNER,2025-10-09,2026-06-17,INACTIVE
1140,2070,2,CO_OWNER,2024-11-19,,INACTIVE
1141,2170,11,AUTHORIZED_USER,2023-06-01,2026-11-27,INACTIVE
1142,12,9,CO_OWNER,2024-02-24,2025-12-25,PENDING
1143,2909,11,AUTHORIZED_USER,2025-09-07,,ACTIVE
1144,1564,3,OWNER,2025-09-16,,PENDING
1145,1941,2,AUTHORIZED_USER,2025-08-18,,ACTIVE
1146,1548,4,CO_OWNER,2025-09-01,,INACTIVE
1147,2277,7,BENEFICIARY,2021-10-26,,PENDING
1148,1224,10,BENEFICIARY,2023-05-11,,ACTIVE
1149,2315,11,BENEFICIARY,2025-01-19,,ACTIVE
1150,2302,3,OWNER,2022-01-24,,ACTIVE
1151,2042,7,OWNER,2025-04-08,,ACTIVE
1152,694,10,CO_OWNER,2022-05-21,,ACTIVE
1153,2562,11,CO_OWNER,2023-02-22,2026-06-30,ACTIVE
1154,2414,10,CO_OWNER,2025-01-20,2027-03-29,PENDING
1155,1264,12,AUTHORIZED_USER,2023-08-11,2026-04-16,PENDING
1156,2921,9,BENEFICIARY,2025-09-08,,INACTIVE
1157,2365,9,AUTHORIZED_USER,2023-10-12,2026-08-23,INACTIVE
1158,1901,6,AUTHORIZED_USER,2021-04-29,,ACTIVE
1159,1716,8,BENEFICIARY,2024-03-17,,INACTIVE
1160,924,4,OWNER,2025-04-05,,ACTIVE
1161,2283,9,BENEFICIARY,2025-02-13,2027-01-31,PENDING
1162,2291,2,CO_OWNER,2024-07-21,2027-10-20,PENDING
1163,1329,9,BENEFICIARY,2025-02-26,,ACTIVE
1164,168,5,CO_OWNER,2025-07-25,,PENDING
1165,1246,9,BENEFICIARY,2025-01-16,2027-09-21,PENDING
1166,953,8,AUTHORIZED_USER,2025-07-27,2027-02-14,INACTIVE
1167,314,10,OWNER,2024-04-09,,PENDING
1168,543,10,BENEFICIARY,2025-11-02,,INACTIVE
1169,2735,4,CO_OWNER,2024-12-21,,ACTIVE
1170,366,5,OWNER,2025-06-21,,ACTIVE
1171,970,3,AUTHORIZED_USER,2024-04-07,,PENDING
1172,2915,12,BENEFICIARY,2025-02-14,2026-10-26,ACTIVE
1173,531,10,OWNER,2024-12-21,,INACTIVE
1174,2169,9,CO_OWNER,2022-11-07,,INACTIVE
1175,1767,1,AUTHORIZED_USER,2025-11-01,,ACTIVE
1176,1344,7,AUTHORIZED_USER,2024-01-28,,ACTIVE
1177,1358,5,CO_OWNER,2025-09-13,2027-05-07,PENDING
1178,1994,5,CO_OWNER,2025-10-25,,PENDING
1179,1440,3,AUTHORIZED_USER,2022-09-10,2027-07-09,ACTIVE
1180,2041,1,AUTHORIZED_USER,2025-05-20,,INACTIVE
1181,1238,11,OWNER,2024-08-29,,INACTIVE
1182,48,2,CO_OWNER,2025-05-14,,PENDING
1183,2306,7,OWNER,2025-07-22,2027-04-23,INACTIVE
1184,161,7,AUTHORIZED_USER,2024-08-21,,INACTIVE
1185,2057,3,OWNER,2025-10-14,,INACTIVE
1186,1380,6,BENEFICIARY,2024-06-22,,PENDING
1187,1331,7,CO_OWNER,2025-09-15,,PENDING
1188,1587,1,CO_OWNER,2025-02-13,2026-07-01,PENDING
1189,394,10,BENEFICIARY,2024-08-04,,PENDING
1190,2236,12,CO_OWNER,2023-03-30,,PENDING
1191,1465,4,BENEFICIARY,2025-10-10,2026-04-18,PENDING
1192,2532,4,BENEFICIARY,2025-06-29,,ACTIVE
1193,293,9,CO_OWNER,2024-09-23,,INACTIVE
1194,696,11,CO_OWNER,2024-05-10,,ACTIVE
1195,38,8,AUTHORIZED_USER,2025-11-02,,INACTIVE
1196,1696,11,AUTHORIZED_USER,2024-06-12,,ACTIVE
1197,950,9,AUTHORIZED_USER,2024-07-11,,INACTIVE
1198,1503,12,CO_OWNER,2025-09-19,,ACTIVE
1199,2188,3,OWNER,2023-05-28,,ACTIVE
1200,342,2,CO_OWNER,2025-08-14,,ACTIVE
1201,669,3,CO_OWNER,2024-04-17,,PENDING
1202,2100,3,OWNER,2024-02-10,,PENDING
1203,363,5,CO_OWNER,2025-09-18,,ACTIVE
1204,1155,1,BENEFICIARY,2024-03-22,,ACTIVE
1205,569,3,CO_OWNER,2025-10-11,,PENDING
1206,133,8,OWNER,2025-10-29,,INACTIVE
1207,1110,5,OWNER,2024-12-04,2025-12-17,ACTIVE
1208,668,2,BENEFICIARY,2025-09-14,2026-10-25,INACTIVE
1209,2703,5,AUTHORIZED_USER,2021-11-18,,ACTIVE
1210,1375,9,CO_OWNER,2022-11-24,2026-05-16,ACTIVE
1211,1426,2,AUTHORIZED_USER,2025-01-13,,ACTIVE
1212,2029,5,CO_OWNER,2024-08-18,,ACTIVE
1213,2986,10,BENEFICIARY,2025-06-28,,PENDING
1214,1281,2,BENEFICIARY,2025-09-21,2026-03-24,INACTIVE
1215,555,2,BENEFICIARY,2025-09-19,,PENDING
1216,88,12,CO_OWNER,2024-09-30,,INACTIVE
1217,2521,6,OWNER,2025-05-16,2026-07-31,ACTIVE
1218,1789,8,AUTHORIZED_USER,2025-08-21,,ACTIVE
1219,1616,4,OWNER,2025-08-06,,INACTIVE
1220,1655,8,BENEFICIARY,2023-08-03,,INACTIVE
1221,1755,2,BENEFICIARY,2024-03-26,2027-04-24,PENDING
1222,1212,1,AUTHORIZED_USER,2023-10-31,2027-10-14,PENDING
1223,1644,5,OWNER,2025-01-04,,ACTIVE
1224,380,10,BENEFICIARY,2025-03-20,,ACTIVE
1225,755,6,AUTHORIZED_USER,2023-01-03,2026-08-10,INACTIVE
1226,1421,8,AUTHORIZED_USER,2025-01-01,,ACTIVE
1227,293,3,BENEFICIARY,2025-10-08,,ACTIVE
1228,1342,11,AUTHORIZED_USER,2022-02-17,,PENDING
1229,745,1,CO_OWNER,2025-03-24,,ACTIVE
1230,1492,11,BENEFICIARY,2024-09-29,,PENDING
1231,421,8,AUTHORIZED_USER,2025-05-21,,ACTIVE
1232,2417,5,CO_OWNER,2025-10-28,,INACTIVE
1233,607,7,OWNER,2024-01-29,,PENDING
1234,1857,5,AUTHORIZED_USER,2024-09-28,,PENDING
1235,1957,11,BENEFICIARY,2025-10-29,2027-07-08,ACTIVE
1236,1027,7,CO_OWNER,2024-09-17,2027-06-18,ACTIVE
1237,87,2,BENEFICIARY,2025-04-13,2026-02-09,ACTIVE
1238,157,2,CO_OWNER,2023-08-03,,ACTIVE
1239,1996,4,BENEFICIARY,2025-08-27,2026-11-03,ACTIVE
1240,1651,3,CO_OWNER,2025-01-14,,ACTIVE
1241,1765,4,CO_OWNER,2022-07-13,2027-10-03,INACTIVE
1242,1246,11,BENEFICIARY,2024-10-07,,ACTIVE
1243,326,3,CO_OWNER,2025-07-24,,PENDING
1244,2088,9,OWNER,2025-07-21,,INACTIVE
1245,776,9,AUTHORIZED_USER,2023-10-05,,ACTIVE
1246,2704,5,BENEFICIARY,2022-12-27,2026-02-11,ACTIVE
1247,2766,5,AUTHORIZED_USER,2024-07-05,,PENDING
1248,782,6,OWNER,2024-06-03,2026-12-01,PENDING
1249,2391,9,BENEFICIARY,2025-09-10,,ACTIVE
1250,1230,1,OWNER,2025-10-10,,ACTIVE
1251,1332,1,AUTHORIZED_USER,2022-06-08,,ACTIVE
1252,2914,11,OWNER,2024-08-16,,INACTIVE
1253,771,11,OWNER,2025-08-10,,INACTIVE
1254,2301,4,BENEFICIARY,2025-09-24,2026-01-12,INACTIVE
1255,2799,8,OWNER,2024-12-23,,ACTIVE
1256,1861,1,OWNER,2025-06-10,,PENDING
1257,580,4,AUTHORIZED_USER,2025-03-20,,ACTIVE
1258,2152,9,BENEFICIARY,2024-12-10,,ACTIVE
1259,2495,7,CO_OWNER,2025-10-03,,PENDING
1260,2229,1,AUTHORIZED_USER,2025-07-06,,PENDING
1261,1245,2,AUTHORIZED_USER,2021-11-01,,PENDING
1262,1615,3,CO_OWNER,2025-08-23,,ACTIVE
1263,2244,5,CO_OWNER,2025-01-09,,PENDING
1264,1764,5,CO_OWNER,2024-07-22,,ACTIVE
1265,2177,2,AUTHORIZED_USER,2025-01-21,,INACTIVE
1266,120,1,AUTHORIZED_USER,2024-12-28,,ACTIVE
1267,2720,9,CO_OWNER,2025-11-02,,PENDING
1268,1430,3,OWNER,2023-01-11,2027-02-03,INACTIVE
1269,2632,7,BENEFICIARY,2025-08-14,,PENDING
1270,140,10,CO_OWNER,2022-02-08,,PENDING
1271,2428,5,OWNER,2024-07-25,,INACTIVE
1272,716,9,BENEFICIARY,2023-05-20,2027-01-09,INACTIVE
1273,280,8,AUTHORIZED_USER,2025-08-11,,INACTIVE
1274,2391,9,BENEFICIARY,2025-09-18,,PENDING
1275,387,5,BENEFICIARY,2025-08-20,,ACTIVE
1276,2859,8,BENEFICIARY,2025-04-22,,PENDING
1277,1026,3,AUTHORIZED_USER,2023-09-14,,ACTIVE
1278,2402,9,CO_OWNER,2022-06-05,,ACTIVE
1279,2105,3,OWNER,2025-08-28,2026-03-24,PENDING
1280,2984,3,CO_OWNER,2025-10-20,,INACTIVE
1281,1837,9,CO_OWNER,2025-10-31,,PENDING
1282,124,4,BENEFICIARY,2023-11-02,2027-05-27,PENDING
1283,119,9,AUTHORIZED_USER,2025-07-26,,INACTIVE
1284,2451,6,BENEFICIARY,2025-10-21,,ACTIVE
1285,391,2,AUTHORIZED_USER,2025-04-28,2026-12-07,ACTIVE
1286,1829,4,AUTHORIZED_USER,2023-08-27,2025-12-22,ACTIVE
1287,2834,1,BENEFICIARY,2025-08-07,2026-04-23,INACTIVE
1288,2798,8,AUTHORIZED_USER,2025-10-22,2026-11-28,INACTIVE
1289,2685,6,OWNER,2025-03-28,2025-12-30,PENDING
1290,1180,8,CO_OWNER,2024-01-16,2027-08-27,INACTIVE
1291,1435,12,OWNER,2024-11-28,2027-03-19,ACTIVE
1292,2757,4,OWNER,2023-03-08,,ACTIVE
1293,1522,2,OWNER,2025-10-04,,INACTIVE
1294,440,11,OWNER,2025-09-12,,PENDING
1295,577,6,AUTHORIZED_USER,2025-10-12,,PENDING
1296,89,12,OWNER,2024-07-17,,INACTIVE
1297,48,7,OWNER,2024-04-04,,PENDING
1298,1253,12,OWNER,2025-10-06,2027-06-16,PENDING
1299,118,10,BENEFICIARY,2024-09-18,,INACTIVE
1300,1139,1,AUTHORIZED_USER,2025-05-11,2026-07-23,INACTIVE
1301,198,3,CO_OWNER,2025-08-20,,INACTIVE
1302,2025,8,AUTHORIZED_USER,2025-02-04,,INACTIVE
1303,2979,9,AUTHORIZED_USER,2025-10-18,,ACTIVE
1304,2487,6,AUTHORIZED_USER,2025-02-25,,PENDING
1305,2015,11,CO_OWNER,2024-09-01,,INACTIVE
1306,1883,9,AUTHORIZED_USER,2024-11-15,,INACTIVE
1307,1347,4,CO_OWNER,2023-06-03,2027-09-14,INACTIVE
1308,2741,10,OWNER,2022-08-06,2026-01-26,ACTIVE
1309,2201,7,BENEFICIARY,2024-10-25,2026-02-03,ACTIVE
1310,1788,5,BENEFICIARY,2023-07-04,,PENDING
1311,2290,4,BENEFICIARY,2025-08-24,,INACTIVE
1312,2022,9,BENEFICIARY,2025-01-22,,PENDING
1313,2878,1,CO_OWNER,2025-02-15,2026-06-02,PENDING
1314,89,7,BENEFICIARY,2024-01-31,,INACTIVE
1315,2035,3,BENEFICIARY,2025-05-17,,INACTIVE
1316,2384,12,BENEFICIARY,2024-08-26,,INACTIVE
1317,2738,6,CO_OWNER,2025-02-05,2027-03-05,PENDING
1318,2257,9,CO_OWNER,2022-05-06,,INACTIVE
1319,1389,4,BENEFICIARY,2025-10-06,,ACTIVE
1320,2528,2,BENEFICIARY,2024-10-30,2026-03-31,INACTIVE
1321,1124,9,CO_OWNER,2025-07-03,,ACTIVE
1322,1562,10,CO_OWNER,2022-12-27,,PENDING
1323,360,3,BENEFICIARY,2023-08-10,2026-10-11,PENDING
1324,2816,1,OWNER,2025-10-29,,PENDING
1325,982,12,CO_OWNER,2025-07-05,,PENDING
1326,92,4,BENEFICIARY,2022-10-23,,ACTIVE
1327,2349,8,BENEFICIARY,2025-04-13,,INACTIVE
1328,2610,11,AUTHORIZED_USER,2025-09-06,,ACTIVE
1329,2998,5,OWNER,2021-04-09,,INACTIVE
1330,2830,6,BENEFICIARY,2024-09-07,2027-09-29,ACTIVE
1331,1771,5,BENEFICIARY,2024-05-06,2026-01-17,ACTIVE
1332,2312,2,AUTHORIZED_USER,2023-02-26,,INACTIVE
1333,2025,1,AUTHORIZED_USER,2024-04-19,2027-05-04,PENDING
1334,181,9,OWNER,2024-05-09,,INACTIVE
1335,1586,8,AUTHORIZED_USER,2023-05-27,2026-12-11,ACTIVE
1336,2951,5,AUTHORIZED_USER,2025-07-04,2025-11-29,ACTIVE
1337,2101,9,CO_OWNER,2025-04-21,,INACTIVE
1338,2766,11,BENEFICIARY,2023-12-25,,PENDING
1339,2305,5,AUTHORIZED_USER,2025-05-20,2026-12-05,PENDING
1340,2996,4,BENEFICIARY,2024-01-31,,ACTIVE
1341,2763,11,OWNER,2024-09-25,,INACTIVE
1342,942,6,BENEFICIARY,2022-07-07,,PENDING
1343,419,1,AUTHORIZED_USER,2025-06-30,,ACTIVE
1344,512,1,CO_OWNER,2022-12-15,,ACTIVE
1345,1870,1,OWNER,2022-07-13,,PENDING
1346,1664,1,BENEFICIARY,2022-07-24,2027-09-14,INACTIVE
1347,511,1,BENEFICIARY,2024-07-01,,INACTIVE
1348,271,1,BENEFICIARY,2024-10-01,,INACTIVE
1349,1179,1,OWNER,2025-11-02,,ACTIVE
1350,2323,10,CO_OWNER,2025-03-07,,PENDING
1351,826,8,CO_OWNER,2025-07-24,,PENDING
1352,1938,3,CO_OWNER,2025-06-10,,INACTIVE
1353,2062,7,AUTHORIZED_USER,2021-06-11,,ACTIVE
1354,2281,2,BENEFICIARY,2025-08-02,,PENDING
1355,1201,5,OWNER,2021-09-18,,INACTIVE
1356,1222,5,BENEFICIARY,2024-04-26,2027-02-21,PENDING
1357,2097,11,BENEFICIARY,2023-12-05,,PENDING
1358,288,3,OWNER,2025-06-28,,INACTIVE
1359,1137,9,BENEFICIARY,2024-01-15,2027-08-12,INACTIVE
1360,2618,10,BENEFICIARY,2024-09-19,2027-01-19,INACTIVE
1361,1442,4,OWNER,2023-05-06,,INACTIVE
1362,1450,10,OWNER,2025-07-09,2027-10-02,ACTIVE
1363,1652,12,AUTHORIZED_USER,2025-07-29,2026-06-16,ACTIVE
1364,2435,10,AUTHORIZED_USER,2025-08-29,,ACTIVE
1365,403,2,AUTHORIZED_USER,2025-10-03,,ACTIVE
1366,1270,2,OWNER,2024-10-29,2025-11-15,PENDING
1367,1477,3,BENEFICIARY,2025-06-27,2027-06-30,PENDING
1368,136,11,BENEFICIARY,2022-01-06,,ACTIVE
1369,244,4,CO_OWNER,2025-07-06,,PENDING
1370,106,12,AUTHORIZED_USER,2023-08-01,,INACTIVE
1371,244,10,CO_OWNER,2025-05-24,2026-12-01,PENDING
1372,2466,5,BENEFICIARY,2023-03-03,,INACTIVE
1373,2699,8,OWNER,2025-02-18,,INACTIVE
1374,2196,8,AUTHORIZED_USER,2024-02-02,,ACTIVE
1375,1540,9,OWNER,2025-08-20,,PENDING
1376,2162,10,OWNER,2024-11-07,2027-09-29,ACTIVE
1377,2251,9,AUTHORIZED_USER,2025-09-21,2026-12-27,PENDING
1378,2966,1,OWNER,2024-12-07,2026-07-24,PENDING
1379,2642,12,OWNER,2024-09-20,,INACTIVE
1380,2255,12,AUTHORIZED_USER,2025-05-31,,INACTIVE
1381,1772,1,AUTHORIZED_USER,2025-03-24,2027-06-11,ACTIVE
1382,913,12,BENEFICIARY,2024-01-24,2027-10-14,ACTIVE
1383,2195,12,BENEFICIARY,2025-02-19,,PENDING
1384,672,8,BENEFICIARY,2022-02-25,2027-02-18,PENDING
1385,1884,11,BENEFICIARY,2024-04-26,2027-10-24,PENDING
1386,2864,4,AUTHORIZED_USER,2023-12-03,2027-10-24,ACTIVE
1387,900,6,BENEFICIARY,2024-12-29,2026-10-09,INACTIVE
1388,1615,9,BENEFICIARY,2025-06-07,,PENDING
1389,281,7,OWNER,2023-07-27,,PENDING
1390,2554,3,CO_OWNER,2025-02-04,,ACTIVE
1391,31,9,BENEFICIARY,2023-08-30,,INACTIVE
1392,2090,11,CO_OWNER,2023-06-27,2027-03-03,INACTIVE
1393,653,2,CO_OWNER,2025-10-17,,INACTIVE
1394,388,1,OWNER,2025-11-02,2026-04-11,ACTIVE
1395,2758,6,AUTHORIZED_USER,2025-05-19,2025-12-01,INACTIVE
1396,863,3,OWNER,2025-10-16,,ACTIVE
1397,567,11,AUTHORIZED_USER,2023-06-13,,INACTIVE
1398,1151,8,BENEFICIARY,2025-09-23,2027-04-09,PENDING
1399,1919,7,OWNER,2024-11-07,,INACTIVE
1400,2333,10,AUTHORIZED_USER,2025-07-21,2027-09-08,INACTIVE
1401,1790,2,OWNER,2025-09-28,,ACTIVE
1402,491,3,CO_OWNER,2025-10-12,,ACTIVE
1403,906,5,AUTHORIZED_USER,2025-08-31,2026-11-09,INACTIVE
1404,2224,8,CO_OWNER,2024-05-28,,INACTIVE
1405,2988,11,BENEFICIARY,2025-08-17,,INACTIVE
1406,1625,2,AUTHORIZED_USER,2021-10-25,,PENDING
1407,2298,1,BENEFICIARY,2023-03-04,,ACTIVE
1408,1506,10,BENEFICIARY,2025-04-26,,ACTIVE
1409,1883,10,AUTHORIZED_USER,2022-07-19,,INACTIVE
1410,2161,12,BENEFICIARY,2025-08-29,2026-12-19,ACTIVE
1411,2142,5,CO_OWNER,2022-05-06,2027-10-11,PENDING
1412,2307,10,BENEFICIARY,2025-10-15,,ACTIVE
1413,524,6,BENEFICIARY,2022-10-05,,ACTIVE
1414,2682,3,CO_OWNER,2025-11-02,,INACTIVE
1415,950,7,OWNER,2025-10-20,,PENDING
1416,1899,8,CO_OWNER,2025-03-28,,ACTIVE
1417,495,4,AUTHORIZED_USER,2025-10-28,,PENDING
1418,2026,1,AUTHORIZED_USER,2024-11-19,2026-01-06,PENDING
1419,1548,1,CO_OWNER,2025-06-28,,PENDING
1420,204,2,OWNER,2024-06-23,,ACTIVE
1421,2688,4,OWNER,2024-09-20,2027-01-06,INACTIVE
1422,1350,3,CO_OWNER,2022-01-28,,PENDING
1423,954,9,OWNER,2025-05-23,2027-07-19,ACTIVE
1424,1440,10,OWNER,2024-05-05,,ACTIVE
1425,2321,2,AUTHORIZED_USER,2025-04-12,,PENDING
1426,1165,8,CO_OWNER,2022-10-27,,ACTIVE
1427,1045,12,OWNER,2022-12-09,,ACTIVE
1428,640,11,BENEFICIARY,2022-06-16,,ACTIVE
1429,403,10,BENEFICIARY,2025-10-01,2026-11-16,PENDING
1430,2825,7,BENEFICIARY,2022-04-12,2027-09-23,INACTIVE
1431,1495,2,AUTHORIZED_USER,2022-11-08,2026-02-25,INACTIVE
1432,2903,6,CO_OWNER,2023-03-17,,ACTIVE
1433,2771,11,AUTHORIZED_USER,2025-03-14,2026-07-29,INACTIVE
1434,1898,12,AUTHORIZED_USER,2022-11-06,,ACTIVE
